subject	predicate	object	datatype
obo:MONDO_0100118	skos:altLabel	diseases, genetic skin	xsd:string
obo:MONDO_0100118	skos:altLabel	disease, genetic skin	xsd:string
obo:MONDO_0100118	skos:altLabel	genodermatosis	xsd:string
evs:C61331	skos:altLabel	Economics	xsd:string
evs:C61331	skos:altLabel	Economically	xsd:string
evs:C61331	skos:altLabel	Economic	xsd:string
obo:MONDO_0006816	skos:altLabel	ankylosis of forearm joint	xsd:string
obo:MONDO_0006816	skos:altLabel	disorder of skeletal joint	xsd:string
obo:MONDO_0006816	skos:altLabel	ankylosis of joint of lower leg	xsd:string
obo:MONDO_0006816	skos:altLabel	ankylosis of joint of ankle and/or foot	xsd:string
obo:MONDO_0006816	skos:altLabel	joint disease	xsd:string
obo:MONDO_0006816	skos:altLabel	ankylosis of joint of multiple sites	xsd:string
obo:MONDO_0006816	skos:altLabel	ankylosis of joint of shoulder region	xsd:string
obo:MONDO_0006816	skos:altLabel	skeletal joint disease	xsd:string
obo:MONDO_0006816	skos:altLabel	arthrosis	xsd:string
obo:MONDO_0006816	skos:altLabel	ankylosis of joint of upper arm	xsd:string
obo:MONDO_0006816	skos:altLabel	arthropathy	xsd:string
obo:MONDO_0006816	skos:altLabel	ankylosis of ankle and foot joint	xsd:string
obo:MONDO_0006816	skos:altLabel	disease or disorder of skeletal joint	xsd:string
obo:MONDO_0006816	skos:altLabel	ankylosis of hand joint	xsd:string
obo:MONDO_0006816	skos:altLabel	Joint ankylosis of the lower leg	xsd:string
obo:MONDO_0006816	skos:altLabel	ankylosis of joint of forearm	xsd:string
obo:MONDO_0006816	skos:altLabel	Joint ankylosis of the hand	xsd:string
obo:MONDO_0006816	skos:altLabel	ankylosis of upper arm joint	xsd:string
obo:MONDO_0006816	skos:altLabel	Joint ankylosis of the ankle and/or foot	xsd:string
obo:MONDO_0006816	skos:altLabel	joint disorder	xsd:string
obo:MONDO_0006816	skos:altLabel	Joint ankylosis of the shoulder region	xsd:string
obo:MONDO_0006816	skos:altLabel	Joint ankylosis of the ankle and foot	xsd:string
obo:MONDO_0006816	skos:altLabel	disorder, Joint	xsd:string
obo:MONDO_0006816	skos:altLabel	Joint disorder	xsd:string
obo:MONDO_0006816	skos:altLabel	Joint ankylosis of the upper arm	xsd:string
obo:MONDO_0006816	skos:altLabel	skeletal joint disease or disorder	xsd:string
obo:MONDO_0006816	skos:altLabel	ankylosis of joint of pelvic region and thigh	xsd:string
obo:MONDO_0006816	skos:altLabel	ankylosis of joint of hand	xsd:string
obo:MONDO_0006816	skos:altLabel	ankylosis of lower leg joint	xsd:string
obo:MONDO_0006816	skos:altLabel	disorder of joint	xsd:string
obo:MONDO_0006816	skos:altLabel	infectious arthropathy	xsd:string
obo:MONDO_0006816	skos:altLabel	disease of skeletal joint	xsd:string
obo:MONDO_0006816	skos:altLabel	Joint ankylosis of the pelvic region and thigh	xsd:string
obo:MONDO_0006816	skos:altLabel	Joint ankylosis of the forearm	xsd:string
obo:MONDO_0006816	skos:altLabel	ankylosis of multiple joints	xsd:string
obo:MONDO_0003406	skos:altLabel	wake disorders, sleep	xsd:string
obo:MONDO_0003406	skos:altLabel	sleep phenotypes, short	xsd:string
obo:MONDO_0003406	skos:altLabel	Subwakefullness syndromes	xsd:string
obo:MONDO_0003406	skos:altLabel	sleeper syndromes, long	xsd:string
obo:MONDO_0003406	skos:altLabel	long sleeper syndrome	xsd:string
obo:MONDO_0003406	skos:altLabel	disorders, sleep	xsd:string
obo:MONDO_0003406	skos:altLabel	sleep-related neurogenic tachypnea	xsd:string
obo:MONDO_0003406	skos:altLabel	Tachypneas, sleep-related neurogenic	xsd:string
obo:MONDO_0003406	skos:altLabel	wake disorder, sleep	xsd:string
obo:MONDO_0003406	skos:altLabel	syndrome, long sleeper	xsd:string
obo:MONDO_0003406	skos:altLabel	syndrome, Subwakefullness	xsd:string
obo:MONDO_0003406	skos:altLabel	sleep disorders	xsd:string
obo:MONDO_0003406	skos:altLabel	disturbed nyctohemeral rhythm	xsd:string
obo:MONDO_0003406	skos:altLabel	short sleeper syndrome	xsd:string
obo:MONDO_0003406	skos:altLabel	syndromes, short sleeper	xsd:string
obo:MONDO_0003406	skos:altLabel	disorders of the sleep-wake schedule	xsd:string
obo:MONDO_0003406	skos:altLabel	disorder of sleep-wake cycle	xsd:string
obo:MONDO_0003406	skos:altLabel	phenotypes, short sleep	xsd:string
obo:MONDO_0003406	skos:altLabel	non-organic sleep disorder	xsd:string
obo:MONDO_0003406	skos:altLabel	long sleeper syndromes	xsd:string
obo:MONDO_0003406	skos:altLabel	sleep related neurogenic tachypnea	xsd:string
obo:MONDO_0003406	skos:altLabel	circadian dysregulation	xsd:string
obo:MONDO_0003406	skos:altLabel	short sleep phenotype	xsd:string
obo:MONDO_0003406	skos:altLabel	disorders, sleep wake	xsd:string
obo:MONDO_0003406	skos:altLabel	phenotype, short sleep	xsd:string
obo:MONDO_0003406	skos:altLabel	neurogenic Tachypneas, sleep-related	xsd:string
obo:MONDO_0003406	skos:altLabel	short sleep phenotypes	xsd:string
obo:MONDO_0003406	skos:altLabel	disorder, sleep wake	xsd:string
obo:MONDO_0003406	skos:altLabel	syndromes, long sleeper	xsd:string
obo:MONDO_0003406	skos:altLabel	disorder of sleep-wake schedule	xsd:string
obo:MONDO_0003406	skos:altLabel	Subwakefullness syndrome	xsd:string
obo:MONDO_0003406	skos:altLabel	sleep wake disorder	xsd:string
obo:MONDO_0003406	skos:altLabel	syndromes, Subwakefullness	xsd:string
obo:MONDO_0003406	skos:altLabel	syndrome, short sleeper	xsd:string
obo:MONDO_0003406	skos:altLabel	neurogenic tachypnea, sleep-related	xsd:string
obo:MONDO_0003406	skos:altLabel	sleeper syndrome, long	xsd:string
obo:MONDO_0003406	skos:altLabel	sleeper syndromes, short	xsd:string
obo:MONDO_0003406	skos:altLabel	tachypnea, sleep-related neurogenic	xsd:string
obo:MONDO_0003406	skos:altLabel	sleeper syndrome, short	xsd:string
obo:MONDO_0003406	skos:altLabel	short sleeper syndromes	xsd:string
obo:MONDO_0003406	skos:altLabel	disorder, sleep	xsd:string
obo:MONDO_0003406	skos:altLabel	sleep disorder	xsd:string
obo:MONDO_0003406	skos:altLabel	sleep-related neurogenic Tachypneas	xsd:string
obo:MONDO_0004979	skos:altLabel	chronic obstructive asthma	xsd:string
obo:MONDO_0004979	skos:altLabel	chronic obstructive asthma with status asthmaticus	xsd:string
obo:MONDO_0004979	skos:altLabel	exercise induced asthma	xsd:string
obo:MONDO_0004979	skos:altLabel	chronic obstructive asthma with acute exacerbation	xsd:string
obo:MONDO_0004979	skos:altLabel	exercise-induced asthma	xsd:string
obo:MONDO_0004979	skos:altLabel	bronchial hyperreactivity	xsd:string
evs:C25218	skos:altLabel	interventionDescription	xsd:string
evs:C25218	skos:altLabel	treatment_type	xsd:string
evs:C25218	skos:altLabel	Interventional	xsd:string
evs:C25218	skos:altLabel	intervention	xsd:string
evs:C25218	skos:altLabel	procedure	xsd:string
evs:C25218	skos:altLabel	Intervention or Procedure	xsd:string
evs:C25218	skos:altLabel	Intervention	xsd:string
evs:C25218	skos:altLabel	treatment type	xsd:string
evs:C25218	skos:altLabel	Intervention Strategies	xsd:string
evs:C25218	skos:altLabel	Procedure	xsd:string
evs:C25218	skos:altLabel	Interventional Procedure Type	xsd:string
obo:MONDO_0024317	skos:altLabel	disorder involving pain, chronic	xsd:string
obo:MONDO_0024317	skos:altLabel	chronic pain disease	xsd:string
obo:MONDO_0024317	skos:altLabel	chronic disorder involving pain	xsd:string
obo:MONDO_0002515	skos:altLabel	disease of hepatobiliary system	xsd:string
obo:MONDO_0002515	skos:altLabel	liver and biliary system disorder	xsd:string
obo:MONDO_0002515	skos:altLabel	liver and biliary disorder	xsd:string
obo:MONDO_0002515	skos:altLabel	liver and biliary disease	xsd:string
obo:MONDO_0002515	skos:altLabel	hepatobiliary system disease or disorder	xsd:string
obo:MONDO_0002515	skos:altLabel	hepatobiliary system disease	xsd:string
obo:MONDO_0002515	skos:altLabel	disease or disorder of hepatobiliary system	xsd:string
obo:MONDO_0002515	skos:altLabel	disorder of hepatobiliary system	xsd:string
obo:MONDO_0002515	skos:altLabel	hepatobiliary disorder	xsd:string
obo:MONDO_0002515	skos:altLabel	liver and biliary tract disease	xsd:string
evs:C69218	skos:altLabel	Pregnancy Status	xsd:string
evs:C69218	skos:altLabel	PREGSTAT	xsd:string
obo:MONDO_0000568	skos:altLabel	central nervous system hypersensitivity reaction type II disease	xsd:string
obo:MONDO_0000568	skos:altLabel	central nervous system autoimmune disease	xsd:string
obo:MONDO_0002977	skos:altLabel	nervous system immune diseases	xsd:string
obo:MONDO_0002977	skos:altLabel	nervous system autoimmune disease	xsd:string
obo:MONDO_0002977	skos:altLabel	immune disorders, nervous system	xsd:string
obo:MONDO_0002977	skos:altLabel	immune diseases, nervous system	xsd:string
obo:MONDO_0002977	skos:altLabel	autoimmune disorders of the nervous system	xsd:string
obo:MONDO_0002977	skos:altLabel	nervous system hypersensitivity reaction type II disease	xsd:string
obo:MONDO_0002977	skos:altLabel	autoimmune disease of nervous system	xsd:string
obo:MONDO_0002977	skos:altLabel	neurologic autoimmune diseases	xsd:string
obo:MONDO_0002977	skos:altLabel	nervous system autoimmune diseases	xsd:string
obo:MONDO_0002977	skos:altLabel	autoimmune diseases, nervous system	xsd:string
obo:MONDO_0002977	skos:altLabel	nervous system immune disorders	xsd:string
obo:MONDO_0002977	skos:altLabel	autoimmune nervous system diseases	xsd:string
obo:MONDO_0002977	skos:altLabel	diseases, neurologic autoimmune	xsd:string
obo:MONDO_0002977	skos:altLabel	neurologic autoimmune disease	xsd:string
obo:MONDO_0002977	skos:altLabel	autoimmune nervous system disorder	xsd:string
obo:MONDO_0002977	skos:altLabel	autoimmune disease, neurologic	xsd:string
obo:MONDO_0002977	skos:altLabel	disease, neurologic autoimmune	xsd:string
obo:MONDO_0002977	skos:altLabel	autoimmune disorders, nervous system	xsd:string
obo:MONDO_0002977	skos:altLabel	autoimmune diseases, neurologic	xsd:string
obo:MONDO_0002614	skos:altLabel	osteitis	xsd:string
obo:MONDO_0002614	skos:altLabel	inflammatory disorder of bone	xsd:string
obo:MONDO_0002614	skos:altLabel	bone inflammatory disease	xsd:string
obo:MONDO_0044348	skos:altLabel	haemoglobin disorder	xsd:string
obo:MONDO_0044348	skos:altLabel	hemoglobin disorder	xsd:string
obo:MONDO_0044348	skos:altLabel	hemoglobinopathy	xsd:string
obo:MONDO_0044348	skos:altLabel	haemoglobin disease	xsd:string
obo:MONDO_0044348	skos:altLabel	globin abnormality	xsd:string
obo:MONDO_0044348	skos:altLabel	hemoglobin disease	xsd:string
evs:C37967	skos:altLabel	Hypercholesterolemia	xsd:string
evs:C37967	skos:altLabel	High Cholesterol	xsd:string
evs:C37967	skos:altLabel	Cholesterol high	xsd:string
evs:C53268	skos:altLabel	recipient	xsd:string
evs:C53268	skos:altLabel	Recipient	xsd:string
obo:NBO_0000079	skos:altLabel	feeding behaviour	xsd:string
evs:C20993	skos:altLabel	Research or Clinical Assessment Tool	xsd:string
evs:C20993	skos:altLabel	Clinical Assessment Tool	xsd:string
evs:C20993	skos:altLabel	Clinical or Research Assessment Tool	xsd:string
obo:MONDO_0002118	skos:altLabel	urinary system disease	xsd:string
obo:MONDO_0002118	skos:altLabel	disease of renal system	xsd:string
obo:MONDO_0002118	skos:altLabel	disease, urinary tract	xsd:string
obo:MONDO_0002118	skos:altLabel	urological disease	xsd:string
obo:MONDO_0002118	skos:altLabel	disease, urologic	xsd:string
obo:MONDO_0002118	skos:altLabel	urinary tract diseases	xsd:string
obo:MONDO_0002118	skos:altLabel	urinary tract disease	xsd:string
obo:MONDO_0002118	skos:altLabel	disease or disorder of renal system	xsd:string
obo:MONDO_0002118	skos:altLabel	renal system disease	xsd:string
obo:MONDO_0002118	skos:altLabel	diseases, urological	xsd:string
obo:MONDO_0002118	skos:altLabel	urologic disorder	xsd:string
obo:MONDO_0002118	skos:altLabel	urological disorders	xsd:string
obo:MONDO_0002118	skos:altLabel	disorder of renal system	xsd:string
obo:MONDO_0002118	skos:altLabel	urinary system disorder	xsd:string
obo:MONDO_0002118	skos:altLabel	diseases, urinary tract	xsd:string
obo:MONDO_0002118	skos:altLabel	diseases, urologic	xsd:string
obo:MONDO_0002118	skos:altLabel	disorder of urinary system	xsd:string
obo:MONDO_0002118	skos:altLabel	urologic disease	xsd:string
obo:MONDO_0002118	skos:altLabel	renal system disease or disorder	xsd:string
obo:MONDO_0002118	skos:altLabel	urological diseases	xsd:string
obo:MONDO_0002118	skos:altLabel	disorder of the urinary system	xsd:string
obo:MONDO_0002118	skos:altLabel	disease, urological	xsd:string
obo:MONDO_0002118	skos:altLabel	urinary disease	xsd:string
obo:MONDO_0002118	skos:altLabel	non-neoplastic urinary tract disease	xsd:string
obo:MONDO_0002118	skos:altLabel	urinary tract disorder	xsd:string
obo:MONDO_0002118	skos:altLabel	urological disorder	xsd:string
evs:C16527	skos:altLabel	Medical Economics	xsd:string
obo:MONDO_0000589	skos:altLabel	musculoskeletal system hypersensitivity reaction type II disease	xsd:string
obo:MONDO_0000589	skos:altLabel	musculoskeletal system autoimmune disease	xsd:string
obo:MONDO_0044347	skos:altLabel	disease or disorder of erythrocyte	xsd:string
obo:MONDO_0044347	skos:altLabel	erythrocyte disease	xsd:string
obo:MONDO_0044347	skos:altLabel	red blood cell disease	xsd:string
obo:MONDO_0044347	skos:altLabel	disease of erythrocyte	xsd:string
obo:MONDO_0044347	skos:altLabel	red blood cell disorder	xsd:string
obo:MONDO_0044347	skos:altLabel	disorder of erythrocyte	xsd:string
obo:MONDO_0044347	skos:altLabel	erythrocyte disease or disorder	xsd:string
obo:MONDO_0002602	skos:altLabel	disease of the central nervous system	xsd:string
obo:MONDO_0002602	skos:altLabel	disease of central nervous system	xsd:string
obo:MONDO_0002602	skos:altLabel	central nervous system disorder	xsd:string
obo:MONDO_0002602	skos:altLabel	central nervous disease	xsd:string
obo:MONDO_0002602	skos:altLabel	disorder of central nervous system	xsd:string
obo:MONDO_0002602	skos:altLabel	CNS disorder	xsd:string
obo:MONDO_0002602	skos:altLabel	disease or disorder of central nervous system	xsd:string
obo:MONDO_0002602	skos:altLabel	central nervous system disease	xsd:string
obo:MONDO_0002602	skos:altLabel	central nervous system disease or disorder	xsd:string
obo:MONDO_0021698	skos:altLabel	disorders, alcohol-related	xsd:string
obo:MONDO_0021698	skos:altLabel	disorder, alcohol-related	xsd:string
obo:MONDO_0021698	skos:altLabel	alcohol-related disorder	xsd:string
obo:MONDO_0021698	skos:altLabel	alcohol related disorders	xsd:string
bmir-radx:nih_seasonal_allergies	skos:altLabel	seasonal allergic rhinitis	xsd:string
bmir-radx:nih_seasonal_allergies	skos:altLabel	hay fever	xsd:string
obo:MONDO_0003900	skos:altLabel	disorder of connective tissue	xsd:string
obo:MONDO_0003900	skos:altLabel	connective tissue disease or disorder	xsd:string
obo:MONDO_0003900	skos:altLabel	primary disorder of connective tissue	xsd:string
obo:MONDO_0003900	skos:altLabel	connective tissue disease	xsd:string
obo:MONDO_0003900	skos:altLabel	disease, connective tissue	xsd:string
obo:MONDO_0003900	skos:altLabel	disease of connective tissue	xsd:string
obo:MONDO_0003900	skos:altLabel	tissue disease, connective	xsd:string
obo:MONDO_0003900	skos:altLabel	connective tissue disorders	xsd:string
obo:MONDO_0003900	skos:altLabel	connective tissue diseases	xsd:string
obo:MONDO_0003900	skos:altLabel	connective tissue disorder	xsd:string
obo:MONDO_0003900	skos:altLabel	disease or disorder of connective tissue	xsd:string
bmir-radx:nih_mental_health_disorder	skos:altLabel	mental or behavioural disorder	xsd:string
bmir-radx:nih_mental_health_disorder	skos:altLabel	mental or behavioral disorder	xsd:string
bmir-radx:nih_mental_health_disorder	skos:altLabel	mental process disease	xsd:string
bmir-radx:nih_mental_health_disorder	skos:altLabel	disorder of mental process	xsd:string
bmir-radx:nih_alz	skos:altLabel	Alzheimers disease	xsd:string
bmir-radx:nih_alz	skos:altLabel	Alzheimer dementia	xsd:string
bmir-radx:nih_alz	skos:altLabel	AD	xsd:string
bmir-radx:nih_alz	skos:altLabel	Alzheimer disease, familial	xsd:string
bmir-radx:nih_alz	skos:altLabel	Alzheimer's disease	xsd:string
bmir-radx:nih_alz	skos:altLabel	Alzheimer's dementia	xsd:string
bmir-radx:nih_alz	skos:altLabel	Alzheimer disease	xsd:string
bmir-radx:nih_alz	skos:altLabel	presenile and senile dementia	xsd:string
bmir-radx:nih_alz	skos:altLabel	Alzheimers dementia	xsd:string
bmir-radx:nih_anemia	skos:altLabel	anemia (disease)	xsd:string
bmir-radx:nih_anemia	skos:altLabel	anemia	xsd:string
bmir-radx:nih_anemia	skos:altLabel	anaemia (disease)	xsd:string
evs:C198997	skos:altLabel	Person by Activity Type	xsd:string
obo:MONDO_0005109	skos:altLabel	HIV infection	xsd:string
obo:MONDO_0005109	skos:altLabel	Human immunodeficiency virus caused disease or disorder	xsd:string
obo:MONDO_0005109	skos:altLabel	Human immunodeficiency virus disease or disorder	xsd:string
obo:MONDO_0005109	skos:altLabel	Human immunodeficiency virus infectious disease	xsd:string
obo:MONDO_0005109	skos:altLabel	human immunodeficiency virus infectious disease	xsd:string
obo:MONDO_0005406	skos:altLabel	diabetes in pregnancy	xsd:string
obo:MONDO_0005406	skos:altLabel	GDM	xsd:string
obo:MONDO_0005406	skos:altLabel	maternal gestational diabetes mellitus	xsd:string
obo:MONDO_0005406	skos:altLabel	gestational diabetes mellitus	xsd:string
obo:MONDO_0005516	skos:altLabel	osteochondrodysplasia	xsd:string
obo:MONDO_0005516	skos:altLabel	congenital anomaly of cartilage	xsd:string
obo:MONDO_0005516	skos:altLabel	skeletal dysplasia	xsd:string
obo:MONDO_0005516	skos:altLabel	cartilage development disorder	xsd:string
obo:MONDO_0005516	skos:altLabel	osteochondrodysplasia syndrome	xsd:string
obo:MONDO_0005516	skos:altLabel	congenital skeletal dysplasia	xsd:string
evs:C14139	skos:altLabel	Immunosuppressed	xsd:string
evs:C14139	skos:altLabel	immunocompromised	xsd:string
evs:C14139	skos:altLabel	Immunocompromised Patient	xsd:string
evs:C14139	skos:altLabel	Immunosuppressed Patient	xsd:string
evs:C14139	skos:altLabel	Immunocompromised	xsd:string
evs:C14139	skos:altLabel	Immunosuppressed Host	xsd:string
evs:C14139	skos:altLabel	Immunocompromised Host	xsd:string
bmir-radx:nih_employment	skos:altLabel	Employment	xsd:string
bmir-radx:nih_employment	skos:altLabel	Employed	xsd:string
bmir-radx:nih_employment	skos:altLabel	Employment Status	xsd:string
bmir-radx:nih_employment	skos:altLabel	Employment status	xsd:string
obo:MONDO_0004867	skos:altLabel	disorder of upper respiratory tract	xsd:string
obo:MONDO_0004867	skos:altLabel	disease of upper respiratory tract	xsd:string
obo:MONDO_0004867	skos:altLabel	disease or disorder of upper respiratory tract	xsd:string
obo:MONDO_0004867	skos:altLabel	upper respiratory tract disease or disorder	xsd:string
obo:MONDO_0004867	skos:altLabel	upper respiratory tract disease	xsd:string
bmir-radx:nih_cholesterol	skos:altLabel	Hypercholesterolemia	xsd:string
bmir-radx:nih_cholesterol	skos:altLabel	Cholesterol high	xsd:string
bmir-radx:nih_cholesterol	skos:altLabel	High Cholesterol	xsd:string
obo:MONDO_0001358	skos:altLabel	disease of bronchus	xsd:string
obo:MONDO_0001358	skos:altLabel	bronchial disorder	xsd:string
obo:MONDO_0001358	skos:altLabel	bronchus disease	xsd:string
obo:MONDO_0001358	skos:altLabel	disorder of bronchus	xsd:string
obo:MONDO_0001358	skos:altLabel	bronchus disease or disorder	xsd:string
obo:MONDO_0001358	skos:altLabel	bronchospasm	xsd:string
obo:MONDO_0001358	skos:altLabel	disease or disorder of bronchus	xsd:string
obo:MONDO_0024458	skos:altLabel	visual system disorder	xsd:string
obo:MONDO_0024458	skos:altLabel	disorder of visual system	xsd:string
obo:MONDO_0024458	skos:altLabel	disease or disorder of visual system	xsd:string
obo:MONDO_0024458	skos:altLabel	visual system disease or disorder	xsd:string
obo:MONDO_0024458	skos:altLabel	disease of visual system	xsd:string
obo:MONDO_0024458	skos:altLabel	visual system disease	xsd:string
obo:MONDO_0002436	skos:altLabel	nose disease or disorder	xsd:string
obo:MONDO_0002436	skos:altLabel	disorder of nose	xsd:string
obo:MONDO_0002436	skos:altLabel	nasal disorder	xsd:string
obo:MONDO_0002436	skos:altLabel	disease or disorder of nose	xsd:string
obo:MONDO_0002436	skos:altLabel	disorder of the nose	xsd:string
obo:MONDO_0002436	skos:altLabel	disease of nose	xsd:string
obo:MONDO_0002436	skos:altLabel	nose disease	xsd:string
obo:MONDO_0000588	skos:altLabel	autoimmune disease of alimentary part of gastrointestinal system	xsd:string
obo:MONDO_0000588	skos:altLabel	alimentary part of gastrointestinal system hypersensitivity reaction type II disease	xsd:string
obo:MONDO_0000588	skos:altLabel	alimentary part of gastrointestinal system autoimmune disease	xsd:string
evs:C17934	skos:altLabel	Tobacco, Smoking	xsd:string
evs:C17934	skos:altLabel	Tobacco Smoking	xsd:string
evs:C17934	skos:altLabel	Smoking	xsd:string
bmir-radx:nih_fibromyalgia	skos:altLabel	fibromyalgia syndrome	xsd:string
bmir-radx:nih_fibromyalgia	skos:altLabel	fibromyalgia	xsd:string
evs:C20189	skos:altLabel	Property or Attribute	xsd:string
obo:MONDO_0024623	skos:altLabel	ear, nose or throat disorder	xsd:string
obo:MONDO_0024623	skos:altLabel	otolaryngological disease	xsd:string
obo:MONDO_0024623	skos:altLabel	otorhinolaryngologic disease	xsd:string
obo:MONDO_0024623	skos:altLabel	ENT diseases	xsd:string
obo:MONDO_0024623	skos:altLabel	diseases, ENT	xsd:string
obo:MONDO_0024623	skos:altLabel	disease, otorhinolaryngologic	xsd:string
obo:MONDO_0024623	skos:altLabel	ENT disease	xsd:string
obo:MONDO_0024623	skos:altLabel	otolaryngologic disease	xsd:string
obo:MONDO_0024623	skos:altLabel	disease, ENT	xsd:string
obo:MONDO_0024623	skos:altLabel	disease, otolaryngological	xsd:string
obo:MONDO_0024623	skos:altLabel	ear, nose and throat disorder	xsd:string
obo:MONDO_0024623	skos:altLabel	diseases, otorhinolaryngologic	xsd:string
obo:MONDO_0024623	skos:altLabel	otolaryngological diseases	xsd:string
obo:MONDO_0024623	skos:altLabel	otorhinolaryngological diseases	xsd:string
obo:MONDO_0024623	skos:altLabel	disease, otolaryngologic	xsd:string
obo:MONDO_0024623	skos:altLabel	diseases, otolaryngological	xsd:string
obo:MONDO_0024623	skos:altLabel	otolaryngologic disorder	xsd:string
obo:MONDO_0024623	skos:altLabel	otolaryngologic diseases	xsd:string
obo:MONDO_0024623	skos:altLabel	disease, otorhinolaryngological	xsd:string
obo:MONDO_0024623	skos:altLabel	ear/nose/throat disease	xsd:string
obo:MONDO_0024623	skos:altLabel	diseases, otolaryngologic	xsd:string
obo:MONDO_0024623	skos:altLabel	otorhinolaryngological disease	xsd:string
obo:MONDO_0024623	skos:altLabel	diseases, otorhinolaryngological	xsd:string
obo:MONDO_0011786	skos:altLabel	Perenial allergic rhinitis	xsd:string
obo:MONDO_0011786	skos:altLabel	perennial allergic rhinitis	xsd:string
