subject	predicate	object	datatype
evs:C198997	rdfs:subClassOf	evs:C25190	_IRI
obo:MONDO_0005109	rdfs:subClassOf	obo:MONDO_0022034	_IRI
obo:MONDO_0005109	rdfs:subClassOf	obo:MONDO_0021682	_IRI
obo:GO_0008150	rdfs:subClassOf	obo:BFO_0000015	_IRI
bmir-radx:nih_chronic_pain_97	rdfs:subClassOf	bmir-radx:nih_chronic_pain_value	_IRI
bmir-radx:nih_insomnia_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
bmir-radx:nih_chronic_lung_0	rdfs:subClassOf	bmir-radx:nih_chronic_lung_value	_IRI
bmir-radx:nih_immunosuppressive_condition_98	rdfs:subClassOf	bmir-radx:nih_immunosuppressive_condition_value	_IRI
bmir-radx:nih_balance_1	rdfs:subClassOf	bmir-radx:nih_balance_value	_IRI
obo:MONDO_0005406	rdfs:subClassOf	obo:MONDO_0024575	_IRI
obo:MONDO_0005406	rdfs:subClassOf	obo:MONDO_0005015	_IRI
obo:MONDO_0005516	rdfs:subClassOf	obo:MONDO_0005497	_IRI
evs:C14139	rdfs:subClassOf	evs:C27993	_IRI
obo:NBO_0045002	rdfs:subClassOf	obo:NBO_0045000	_IRI
obo:NBO_0045002	rdfs:subClassOf	obo:NBO_0015005	_IRI
obo:MONDO_0006704	rdfs:subClassOf	obo:MONDO_0007179	_IRI
bmir-radx:nih_race_99	rdfs:subClassOf	bmir-radx:nih_race_value	_IRI
bmir-radx:nih_employment	rdfs:subClassOf	bmir-radx:DataElement	_IRI
obo:MONDO_0004867	rdfs:subClassOf	obo:MONDO_0005087	_IRI
bmir-radx:nih_balance_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
bmir-radx:nih_cholesterol	rdfs:subClassOf	bmir-radx:DataElement	_IRI
obo:MONDO_0001358	rdfs:subClassOf	obo:MONDO_0000270	_IRI
bmir-radx:nih_red_eyes_98	rdfs:subClassOf	bmir-radx:nih_red_eyes_value	_IRI
bmir-radx:nih_ra_97	rdfs:subClassOf	bmir-radx:nih_ra_value	_IRI
obo:MONDO_0024458	rdfs:subClassOf	obo:MONDO_0700096	_IRI
obo:MONDO_0002436	rdfs:subClassOf	obo:MONDO_0024623	_IRI
bmir-radx:nih_asthma_1	rdfs:subClassOf	bmir-radx:nih_asthma_value	_IRI
bmir-radx:nih_numb_extremities_98	rdfs:subClassOf	bmir-radx:nih_numb_extremities_value	_IRI
bmir-radx:nih_thyroid_0	rdfs:subClassOf	bmir-radx:nih_thyroid_value	_IRI
obo:MONDO_0000588	rdfs:subClassOf	obo:MONDO_0007179	_IRI
obo:MONDO_0000588	rdfs:subClassOf	obo:MONDO_0004335	_IRI
evs:C17934	rdfs:subClassOf	evs:C20134	_IRI
evs:C17934	rdfs:subClassOf	evs:C18059	_IRI
evs:C17934	rdfs:subClassOf	evs:C154329	_IRI
bmir-radx:nih_fibromyalgia	rdfs:subClassOf	bmir-radx:Disease_Data_Element	_IRI
obo:MONDO_0021147	rdfs:subClassOf	obo:MONDO_0700096	_IRI
bmir-radx:nih_immunocompromised_0	rdfs:subClassOf	bmir-radx:nih_immunocompromised_value	_IRI
bmir-radx:nih_slurred_peech_97	rdfs:subClassOf	bmir-radx:nih_slurred_peech_value	_IRI
bmir-radx:nih_gerd_98	rdfs:subClassOf	bmir-radx:nih_gerd_value	_IRI
bmir-radx:nih_asthma_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
evs:C20189	rdfs:subClassOf	bmir-radx:OtherThing	_IRI
bmir-radx:nih_sleep_apnea_99	rdfs:subClassOf	bmir-radx:nih_sleep_apnea_value	_IRI
obo:MONDO_0024623	rdfs:subClassOf	obo:MONDO_0700096	_IRI
obo:MONDO_0011786	rdfs:subClassOf	obo:MONDO_0003014	_IRI
obo:MONDO_0011786	rdfs:subClassOf	obo:MONDO_0000771	_IRI
bmir-radx:nih_throat_congestion_nose_98	rdfs:subClassOf	bmir-radx:nih_throat_congestion_nose_value	_IRI
obo:MONDO_0000984	rdfs:subClassOf	obo:MONDO_0019050	_IRI
obo:MONDO_0001941	rdfs:subClassOf	obo:MONDO_0021084	_IRI
evs:C20134	rdfs:subClassOf	evs:C19683	_IRI
bmir-radx:OtherThing	rdfs:subClassOf	owl:Thing	_IRI
bmir-radx:nih_cld_bpd_98	rdfs:subClassOf	bmir-radx:nih_cld_bpd_value	_IRI
evs:C173135	rdfs:subClassOf	evs:C173458	_IRI
obo:NBO_0015005	rdfs:subClassOf	obo:NBO_0001845	_IRI
bmir-radx:nih_high_temp_97	rdfs:subClassOf	bmir-radx:nih_high_temp_value	_IRI
bmir-radx:nih_insomnia_1	rdfs:subClassOf	bmir-radx:nih_insomnia_value	_IRI
bmir-radx:nih_neuro_shakes_99	rdfs:subClassOf	bmir-radx:nih_neuro_shakes_value	_IRI
bmir-radx:nih_wheezing_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
obo:MONDO_0005328	rdfs:subClassOf	obo:MONDO_0024458	_IRI
obo:MONDO_0005328	rdfs:subClassOf	obo:MONDO_0002022	_IRI
obo:MONDO_0005559	rdfs:subClassOf	obo:MONDO_0002602	_IRI
obo:MONDO_0002039	rdfs:subClassOf	obo:MONDO_0002025	_IRI
bmir-radx:nih_immunosuppressive_condition_97	rdfs:subClassOf	bmir-radx:nih_immunosuppressive_condition_value	_IRI
bmir-radx:nih_balance_0	rdfs:subClassOf	bmir-radx:nih_balance_value	_IRI
bmir-radx:nih_chronic_kidney_disease_99	rdfs:subClassOf	bmir-radx:nih_chronic_kidney_disease_value	_IRI
bmir-radx:nih_pregnancy	rdfs:subClassOf	bmir-radx:DataElement	_IRI
evs:C159659	rdfs:subClassOf	evs:C53268	_IRI
obo:MONDO_0003799	rdfs:subClassOf	obo:MONDO_0021166	_IRI
obo:MONDO_0003799	rdfs:subClassOf	obo:MONDO_0006170	_IRI
bmir-radx:nih_obesity	rdfs:subClassOf	bmir-radx:Disease_Data_Element	_IRI
bmir-radx:nih_race_98	rdfs:subClassOf	bmir-radx:nih_race_value	_IRI
bmir-radx:nih_muscle_ache	rdfs:subClassOf	bmir-radx:DataElement	_IRI
obo:MONDO_0002567	rdfs:subClassOf	obo:MONDO_0004867	_IRI
obo:MONDO_0002567	rdfs:subClassOf	obo:MONDO_0000270	_IRI
bmir-radx:nih_red_eyes_97	rdfs:subClassOf	bmir-radx:nih_red_eyes_value	_IRI
bmir-radx:nih_asthma_0	rdfs:subClassOf	bmir-radx:nih_asthma_value	_IRI
bmir-radx:nih_numb_extremities_97	rdfs:subClassOf	bmir-radx:nih_numb_extremities_value	_IRI
evs:C16745	rdfs:subClassOf	evs:C18928	_IRI
obo:MONDO_0021146	rdfs:subClassOf	obo:MONDO_0700057	_IRI
bmir-radx:nih_chronic_kidney_disease_treatment	rdfs:subClassOf	bmir-radx:Disease_Data_Element	_IRI
bmir-radx:nih_gerd_97	rdfs:subClassOf	bmir-radx:nih_gerd_value	_IRI
evs:C20188	rdfs:subClassOf	evs:C20181	_IRI
bmir-radx:nih_sleep_apnea_98	rdfs:subClassOf	bmir-radx:nih_sleep_apnea_value	_IRI
obo:MONDO_0013600	rdfs:subClassOf	obo:MONDO_0100081	_IRI
obo:MONDO_0013600	rdfs:subClassOf	obo:MONDO_0005560	_IRI
bmir-radx:nih_throat_congestion_nose_97	rdfs:subClassOf	bmir-radx:nih_throat_congestion_nose_value	_IRI
bmir-radx:nih_migraines	rdfs:subClassOf	bmir-radx:CardioVascularDisorderDataElement	_IRI
evs:C173398	rdfs:subClassOf	evs:C91102	_IRI
bmir-radx:nih_cld_bpd_97	rdfs:subClassOf	bmir-radx:nih_cld_bpd_value	_IRI
evs:C178942	rdfs:subClassOf	evs:C3507	_IRI
evs:C43431	rdfs:subClassOf	bmir-radx:OtherThing	_IRI
bmir-radx:nih_olfactory	rdfs:subClassOf	bmir-radx:SymptomDataElement	_IRI
bmir-radx:nih_nausea_vomiting_diarrhea_99	rdfs:subClassOf	bmir-radx:nih_nausea_vomiting_diarrhea_value	_IRI
obo:MONDO_0005009	rdfs:subClassOf	obo:MONDO_0005252	_IRI
bmir-radx:nih_insomnia_0	rdfs:subClassOf	bmir-radx:nih_insomnia_value	_IRI
bmir-radx:nih_wheezing_1	rdfs:subClassOf	bmir-radx:nih_wheezing_value	_IRI
bmir-radx:nih_neuro_shakes_98	rdfs:subClassOf	bmir-radx:nih_neuro_shakes_value	_IRI
bmir-radx:nih_insurance_2	rdfs:subClassOf	bmir-radx:nih_insurance_value	_IRI
bmir-radx:nih_errand_99	rdfs:subClassOf	bmir-radx:nih_errand_value	_IRI
obo:MONDO_0005108	rdfs:subClassOf	obo:MONDO_0005550	_IRI
bmir-radx:nih_diff_breath_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
obo:NCIT_C17005	rdfs:subClassOf	<http://purl.bioontology.org/ontology/STY/T096>	_IRI
bmir-radx:nih_diff_breath_1	rdfs:subClassOf	bmir-radx:nih_diff_breath_value	_IRI
bmir-radx:nih_hiv_99	rdfs:subClassOf	bmir-radx:nih_hiv_value	_IRI
bmir-radx:nih_blind_99	rdfs:subClassOf	bmir-radx:nih_blind_value	_IRI
bmir-radx:nih_ibs_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
bmir-radx:nih_stroke_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
evs:C16326	rdfs:subClassOf	evs:C43431	_IRI
bmir-radx:nih_appetite	rdfs:subClassOf	bmir-radx:SymptomDataElement	_IRI
obo:MONDO_0004425	rdfs:subClassOf	obo:MONDO_0003240	_IRI
obo:NBO_0000131	rdfs:subClassOf	obo:NBO_0000130	_IRI
bmir-radx:nih_stroke_1	rdfs:subClassOf	bmir-radx:nih_stroke_value	_IRI
bmir-radx:nih_chronic_kidney_disease_98	rdfs:subClassOf	bmir-radx:nih_chronic_kidney_disease_value	_IRI
bmir-radx:nih_ibs_1	rdfs:subClassOf	bmir-radx:nih_ibs_value	_IRI
bmir-radx:nih_other_symp_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
obo:NBO_0045000	rdfs:subClassOf	obo:NBO_0001845	_IRI
bmir-radx:nih_race_97	rdfs:subClassOf	bmir-radx:nih_race_value	_IRI
bmir-radx:nih_neurological_condition	rdfs:subClassOf	bmir-radx:Disease_Data_Element	_IRI
bmir-radx:nih_other_symp_1	rdfs:subClassOf	bmir-radx:nih_other_symp_value	_IRI
evs:C100104	rdfs:subClassOf	evs:C3367	_IRI
obo:PATO_0001708	rdfs:subClassOf	obo:PATO_0000117	_IRI
bmir-radx:nih_health_status_99	rdfs:subClassOf	bmir-radx:nih_health_status_value	_IRI
obo:MONDO_0004975	rdfs:subClassOf	obo:MONDO_0005574	_IRI
obo:MONDO_0004975	rdfs:subClassOf	obo:MONDO_0001627	_IRI
obo:MONDO_0024643	rdfs:subClassOf	obo:MONDO_0005267	_IRI
obo:MONDO_0020023	rdfs:subClassOf	obo:MONDO_0019755	_IRI
bmir-radx:nih_sleep_apnea_97	rdfs:subClassOf	bmir-radx:nih_sleep_apnea_value	_IRI
evs:C25621	rdfs:subClassOf	evs:C25162	_IRI
obo:MONDO_0020001	rdfs:subClassOf	obo:MONDO_0005087	_IRI
evs:C25720	rdfs:subClassOf	evs:C25621	_IRI
bmir-radx:nih_autoimm_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
bmir-radx:nih_other_chronic_cond	rdfs:subClassOf	bmir-radx:DataElement	_IRI
evs:C173045	rdfs:subClassOf	evs:C91102	_IRI
bmir-radx:nih_iv_drug_use_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
evs:C130200	rdfs:subClassOf	evs:C159659	_IRI
evs:C171087	rdfs:subClassOf	evs:C20189	_IRI
bmir-radx:nih_iv_drug_use_1	rdfs:subClassOf	bmir-radx:nih_iv_drug_use_value	_IRI
bmir-radx:nih_chronic_lung_disease_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
bmir-radx:nih_autoimm_1	rdfs:subClassOf	bmir-radx:nih_autoimm_value	_IRI
bmir-radx:nih_tobacco_99	rdfs:subClassOf	bmir-radx:nih_tobacco_value	_IRI
bmir-radx:nih_anxiety	rdfs:subClassOf	bmir-radx:MentalHealthDataElement	_IRI
bmir-radx:nih_fever_chills	rdfs:subClassOf	bmir-radx:SymptomDataElement	_IRI
bmir-radx:nih_chronic_lung_disease_1	rdfs:subClassOf	bmir-radx:nih_chronic_lung_disease_value	_IRI
bmir-radx:nih_insurance_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
bmir-radx:nih_nausea_vomiting_diarrhea_98	rdfs:subClassOf	bmir-radx:nih_nausea_vomiting_diarrhea_value	_IRI
bmir-radx:nih_wheezing_0	rdfs:subClassOf	bmir-radx:nih_wheezing_value	_IRI
bmir-radx:nih_neuro_shakes_97	rdfs:subClassOf	bmir-radx:nih_neuro_shakes_value	_IRI
bmir-radx:nih_insurance_1	rdfs:subClassOf	bmir-radx:nih_insurance_value	_IRI
bmir-radx:nih_errand_98	rdfs:subClassOf	bmir-radx:nih_errand_value	_IRI
bmir-radx:nih_vape_freq_3	rdfs:subClassOf	bmir-radx:nih_vape_freq_value	_IRI
obo:MONDO_0005546	rdfs:subClassOf	obo:MONDO_0700007	_IRI
obo:MONDO_0005546	rdfs:subClassOf	obo:MONDO_0024317	_IRI
obo:MONDO_0005546	rdfs:subClassOf	obo:MONDO_0002254	_IRI
bmir-radx:nih_diff_breath_0	rdfs:subClassOf	bmir-radx:nih_diff_breath_value	_IRI
bmir-radx:nih_conjunctivitis_99	rdfs:subClassOf	bmir-radx:nih_conjunctivitis_value	_IRI
bmir-radx:nih_hiv_98	rdfs:subClassOf	bmir-radx:nih_hiv_value	_IRI
bmir-radx:nih_blind_98	rdfs:subClassOf	bmir-radx:nih_blind_value	_IRI
obo:NBO_0000130	rdfs:subClassOf	obo:NBO_0000079	_IRI
obo:MONDO_0002356	rdfs:subClassOf	obo:MONDO_0005151	_IRI
obo:MONDO_0002356	rdfs:subClassOf	obo:MONDO_0004335	_IRI
bmir-radx:nih_stroke_0	rdfs:subClassOf	bmir-radx:nih_stroke_value	_IRI
bmir-radx:nih_chronic_kidney_disease_97	rdfs:subClassOf	bmir-radx:nih_chronic_kidney_disease_value	_IRI
bmir-radx:nih_ibs_0	rdfs:subClassOf	bmir-radx:nih_ibs_value	_IRI
bmir-radx:nih_rls_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
obo:MONDO_0011057	rdfs:subClassOf	obo:MONDO_0043218	_IRI
obo:MONDO_0011057	rdfs:subClassOf	obo:MONDO_0005560	_IRI
bmir-radx:nih_other_symp_0	rdfs:subClassOf	bmir-radx:nih_other_symp_value	_IRI
bmir-radx:nih_health_status_98	rdfs:subClassOf	bmir-radx:nih_health_status_value	_IRI
evs:C3303	rdfs:subClassOf	evs:C4876	_IRI
evs:C17953	rdfs:subClassOf	evs:C17468	_IRI
evs:C4876	rdfs:subClassOf	evs:C100104	_IRI
bmir-radx:nih_alcohol_frequency	rdfs:subClassOf	bmir-radx:PersonalBehaviorDataElement	_IRI
obo:MONDO_0021166	rdfs:subClassOf	obo:MONDO_0700096	_IRI
bmir-radx:nih_rls_1	rdfs:subClassOf	bmir-radx:nih_rls_value	_IRI
evs:C47796	rdfs:subClassOf	evs:C78272	_IRI
evs:C221	rdfs:subClassOf	evs:C1916	_IRI
obo:MONDO_0015930	rdfs:subClassOf	obo:MONDO_0020001	_IRI
evs:C35553	rdfs:subClassOf	evs:C26683	_IRI
bmir-radx:nih_ibd	rdfs:subClassOf	bmir-radx:Disease_Data_Element	_IRI
bmir-radx:nih_copd_plus_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
evs:C26940	rdfs:subClassOf	evs:C3303	_IRI
evs:C2962	rdfs:subClassOf	evs:C3837	_IRI
bmir-radx:nih_pcos_value	rdfs:subClassOf	bmir-radx:DataElementValue	_IRI
bmir-radx:nih_abdom_pain_99	rdfs:subClassOf	bmir-radx:nih_abdom_pain_value	_IRI
bmir-radx:nih_iv_drug_use_0	rdfs:subClassOf	bmir-radx:nih_iv_drug_use_value	_IRI
evs:C68751	rdfs:subClassOf	evs:C19796	_IRI
bmir-radx:nih_autoimm_0	rdfs:subClassOf	bmir-radx:nih_autoimm_value	_IRI
bmir-radx:nih_tobacco_98	rdfs:subClassOf	bmir-radx:nih_tobacco_value	_IRI
bmir-radx:nih_copd_plus_1	rdfs:subClassOf	bmir-radx:nih_copd_plus_value	_IRI
bmir-radx:nih_chronic_lung_disease_0	rdfs:subClassOf	bmir-radx:nih_chronic_lung_disease_value	_IRI
bmir-radx:nih_premature_birth	rdfs:subClassOf	bmir-radx:DataElement	_IRI
bmir-radx:nih_pcos_1	rdfs:subClassOf	bmir-radx:nih_pcos_value	_IRI
bmir-radx:CardioVascularDisorderDataElement	rdfs:subClassOf	bmir-radx:Disease_Data_Element	_IRI
