subject	predicate	object	datatype
obo:MONDO_0003847	rdfs:seeAlso	bmir-radx:nih_gerd	_IRI
obo:MONDO_0003847	rdfs:seeAlso	bmir-radx:nih_immunodeficiency	_IRI
obo:MONDO_0003847	rdfs:seeAlso	bmir-radx:nih_psoriasis	_IRI
obo:MONDO_0003847	rdfs:seeAlso	bmir-radx:nih_osteoporosis	_IRI
obo:MONDO_0003847	rdfs:seeAlso	bmir-radx:nih_cf	_IRI
obo:MONDO_0003847	rdfs:seeAlso	bmir-radx:nih_ibd	_IRI
obo:MONDO_0003847	rdfs:seeAlso	bmir-radx:nih_pcos	_IRI
obo:MONDO_0003847	rdfs:seeAlso	bmir-radx:nih_anxiety	_IRI
obo:MONDO_0003847	rdfs:seeAlso	bmir-radx:nih_thalassemia	_IRI
obo:MONDO_0003847	rdfs:seeAlso	bmir-radx:nih_sickle_cell_disease	_IRI
obo:MONDO_0000569	rdfs:seeAlso	bmir-radx:nih_t1d	_IRI
evs:C3507	rdfs:seeAlso	bmir-radx:nih_immunosuppressive_condition	_IRI
bmir-radx:nih_no_sympt_98	rdfs:seeAlso	bmir-radx:nih_no_sympt	_IRI
bmir-radx:nih_chd_value	rdfs:seeAlso	bmir-radx:nih_chd	_IRI
evs:C3837	rdfs:seeAlso	bmir-radx:nih_rash_toes	_IRI
bmir-radx:nih_alc_sub_abuse_0	rdfs:seeAlso	bmir-radx:nih_alc_sub_abuse	_IRI
bmir-radx:nih_psoriasis_1	rdfs:seeAlso	bmir-radx:nih_psoriasis	_IRI
bmir-radx:nih_fibromyalgia_97	rdfs:seeAlso	bmir-radx:nih_fibromyalgia	_IRI
obo:MONDO_0001933	rdfs:seeAlso	bmir-radx:nih_t2dm	_IRI
obo:MONDO_0001933	rdfs:seeAlso	bmir-radx:nih_gestational_diabetes	_IRI
obo:MONDO_0001933	rdfs:seeAlso	bmir-radx:nih_diabetes	_IRI
obo:MONDO_0001933	rdfs:seeAlso	bmir-radx:nih_t1d	_IRI
bmir-radx:nih_cholesterol_97	rdfs:seeAlso	bmir-radx:nih_cholesterol	_IRI
obo:MONDO_0000833	rdfs:seeAlso	bmir-radx:nih_osteoporosis	_IRI
bmir-radx:nih_employment_97	rdfs:seeAlso	bmir-radx:nih_employment	_IRI
bmir-radx:nih_chronic_pain	rdfs:seeAlso	bmir-radx:nih_chronic_pain_98	_IRI
bmir-radx:nih_chronic_pain	rdfs:seeAlso	bmir-radx:nih_chronic_pain_99	_IRI
bmir-radx:nih_chronic_pain	rdfs:seeAlso	bmir-radx:nih_chronic_pain_1	_IRI
bmir-radx:nih_chronic_pain	rdfs:seeAlso	bmir-radx:nih_chronic_pain_97	_IRI
bmir-radx:nih_chronic_pain	rdfs:seeAlso	bmir-radx:nih_chronic_pain_0	_IRI
bmir-radx:nih_chronic_pain	rdfs:seeAlso	evs:C26940	_IRI
obo:SYMP_0019163	rdfs:seeAlso	bmir-radx:nih_red_eyes	_IRI
bmir-radx:nih_ethnicity_1	rdfs:seeAlso	bmir-radx:nih_ethnicity	_IRI
obo:SYMP_0019152	rdfs:seeAlso	bmir-radx:nih_sweating	_IRI
bmir-radx:nih_disability_1	rdfs:seeAlso	bmir-radx:nih_disability	_IRI
bmir-radx:nih_sweating_98	rdfs:seeAlso	bmir-radx:nih_sweating	_IRI
bmir-radx:nih_sweating	rdfs:seeAlso	bmir-radx:nih_sweating_97	_IRI
bmir-radx:nih_sweating	rdfs:seeAlso	bmir-radx:nih_sweating_1	_IRI
bmir-radx:nih_sweating	rdfs:seeAlso	bmir-radx:nih_sweating_0	_IRI
bmir-radx:nih_sweating	rdfs:seeAlso	bmir-radx:nih_sweating_99	_IRI
bmir-radx:nih_sweating	rdfs:seeAlso	bmir-radx:nih_sweating_98	_IRI
bmir-radx:nih_sweating	rdfs:seeAlso	obo:SYMP_0019152	_IRI
bmir-radx:nih_chd_0	rdfs:seeAlso	bmir-radx:nih_chd	_IRI
bmir-radx:nih_chronic_pain_99	rdfs:seeAlso	bmir-radx:nih_chronic_pain	_IRI
evs:C171256	rdfs:seeAlso	bmir-radx:nih_vape_freq	_IRI
obo:NCIT_C43431	rdfs:seeAlso	bmir-radx:nih_alcohol_frequency	_IRI
obo:NCIT_C43431	rdfs:seeAlso	bmir-radx:nih_lifetime_use_alcohol	_IRI
obo:NCIT_C43431	rdfs:seeAlso	bmir-radx:nih_alcohol_yn	_IRI
obo:NCIT_C43431	rdfs:seeAlso	bmir-radx:nih_alcohol_yrs	_IRI
bmir-radx:nih_seizures_98	rdfs:seeAlso	bmir-radx:nih_seizures	_IRI
evs:C173621	rdfs:seeAlso	bmir-radx:nih_vaping_yn	_IRI
evs:C173621	rdfs:seeAlso	bmir-radx:nih_vape_freq	_IRI
bmir-radx:nih_alz_97	rdfs:seeAlso	bmir-radx:nih_alz	_IRI
bmir-radx:nih_anemia_97	rdfs:seeAlso	bmir-radx:nih_anemia	_IRI
obo:MONDO_0100118	rdfs:seeAlso	bmir-radx:nih_psoriasis	_IRI
evs:C61331	rdfs:seeAlso	bmir-radx:nih_insurance	_IRI
obo:MONDO_0006816	rdfs:seeAlso	bmir-radx:nih_arthritis	_IRI
obo:MONDO_0006816	rdfs:seeAlso	bmir-radx:nih_ra	_IRI
bmir-radx:nih_mental_health_disorder_97	rdfs:seeAlso	bmir-radx:nih_mental_health_disorder	_IRI
bmir-radx:nih_cancer_active_treatment_value	rdfs:seeAlso	bmir-radx:nih_cancer_active_treatment	_IRI
bmir-radx:nih_seasonal_allergies_97	rdfs:seeAlso	bmir-radx:nih_seasonal_allergies	_IRI
obo:MONDO_0003406	rdfs:seeAlso	bmir-radx:nih_sleep_apnea	_IRI
bmir-radx:nih_ra_99	rdfs:seeAlso	bmir-radx:nih_ra	_IRI
obo:MONDO_0004979	rdfs:seeAlso	bmir-radx:nih_asthma	_IRI
bmir-radx:nih_disability_value	rdfs:seeAlso	bmir-radx:nih_disability	_IRI
evs:C25218	rdfs:seeAlso	bmir-radx:nih_dress_bathe	_IRI
evs:C25218	rdfs:seeAlso	bmir-radx:nih_errand	_IRI
evs:C25218	rdfs:seeAlso	bmir-radx:nih_cig_smoke_freq	_IRI
evs:C25218	rdfs:seeAlso	bmir-radx:nih_vape_freq	_IRI
evs:C25218	rdfs:seeAlso	bmir-radx:nih_nicotine_yn	_IRI
evs:C25218	rdfs:seeAlso	bmir-radx:nih_walk_climb	_IRI
obo:MONDO_0024317	rdfs:seeAlso	bmir-radx:nih_fibromyalgia	_IRI
obo:MONDO_0002515	rdfs:seeAlso	bmir-radx:nih_liver_disease	_IRI
evs:C69218	rdfs:seeAlso	bmir-radx:nih_pregnancy	_IRI
bmir-radx:nih_slurred_peech_99	rdfs:seeAlso	bmir-radx:nih_slurred_peech	_IRI
obo:MONDO_0000568	rdfs:seeAlso	bmir-radx:nih_ms	_IRI
obo:MONDO_0002977	rdfs:seeAlso	bmir-radx:nih_ms	_IRI
obo:MONDO_0002614	rdfs:seeAlso	bmir-radx:nih_ra	_IRI
obo:MONDO_0002614	rdfs:seeAlso	bmir-radx:nih_arthritis	_IRI
obo:MONDO_0044348	rdfs:seeAlso	bmir-radx:nih_thalassemia	_IRI
obo:MONDO_0044348	rdfs:seeAlso	bmir-radx:nih_sickle_cell_disease	_IRI
obo:NCIT_C25688	rdfs:seeAlso	bmir-radx:nih_disability	_IRI
bmir-radx:nih_no_sympt_97	rdfs:seeAlso	bmir-radx:nih_no_sympt	_IRI
evs:C37967	rdfs:seeAlso	bmir-radx:nih_cholesterol	_IRI
bmir-radx:nih_psoriasis_0	rdfs:seeAlso	bmir-radx:nih_psoriasis	_IRI
evs:C53268	rdfs:seeAlso	bmir-radx:nih_immuno_compromised_solid_organ	_IRI
bmir-radx:nih_seizures	rdfs:seeAlso	bmir-radx:nih_seizures_0	_IRI
bmir-radx:nih_seizures	rdfs:seeAlso	bmir-radx:nih_seizures_97	_IRI
bmir-radx:nih_seizures	rdfs:seeAlso	obo:SYMP_0000124	_IRI
bmir-radx:nih_seizures	rdfs:seeAlso	bmir-radx:nih_seizures_1	_IRI
bmir-radx:nih_seizures	rdfs:seeAlso	bmir-radx:nih_seizures_98	_IRI
bmir-radx:nih_seizures	rdfs:seeAlso	bmir-radx:nih_seizures_99	_IRI
bmir-radx:nih_ethnicity_0	rdfs:seeAlso	bmir-radx:nih_ethnicity	_IRI
bmir-radx:nih_cancer_active_treatment_1	rdfs:seeAlso	bmir-radx:nih_cancer_active_treatment	_IRI
bmir-radx:nih_high_temp_99	rdfs:seeAlso	bmir-radx:nih_high_temp	_IRI
bmir-radx:nih_disability_0	rdfs:seeAlso	bmir-radx:nih_disability	_IRI
bmir-radx:nih_sweating_97	rdfs:seeAlso	bmir-radx:nih_sweating	_IRI
bmir-radx:nih_chronic_pain_98	rdfs:seeAlso	bmir-radx:nih_chronic_pain	_IRI
obo:NBO_0000079	rdfs:seeAlso	bmir-radx:nih_lifetime_use_alcohol	_IRI
obo:NBO_0000079	rdfs:seeAlso	bmir-radx:nih_alcohol_yrs	_IRI
obo:NBO_0000079	rdfs:seeAlso	bmir-radx:nih_alcohol_yn	_IRI
obo:NBO_0000079	rdfs:seeAlso	bmir-radx:nih_alcohol_frequency	_IRI
evs:C20993	rdfs:seeAlso	bmir-radx:nih_walk_climb	_IRI
evs:C20993	rdfs:seeAlso	bmir-radx:nih_vape_freq	_IRI
evs:C20993	rdfs:seeAlso	bmir-radx:nih_nicotine_yn	_IRI
evs:C20993	rdfs:seeAlso	bmir-radx:nih_errand	_IRI
evs:C20993	rdfs:seeAlso	bmir-radx:nih_dress_bathe	_IRI
evs:C20993	rdfs:seeAlso	bmir-radx:nih_cig_smoke_freq	_IRI
bmir-radx:nih_chronic_lung_1	rdfs:seeAlso	bmir-radx:nih_chronic_lung	_IRI
bmir-radx:nih_seizures_97	rdfs:seeAlso	bmir-radx:nih_seizures	_IRI
bmir-radx:nih_immunosuppressive_condition_99	rdfs:seeAlso	bmir-radx:nih_immunosuppressive_condition	_IRI
obo:MONDO_0002118	rdfs:seeAlso	bmir-radx:nih_chronic_kidney_disease	_IRI
obo:MONDO_0002118	rdfs:seeAlso	bmir-radx:nih_renal	_IRI
obo:MONDO_0002118	rdfs:seeAlso	bmir-radx:nih_chronic_kidney_disease_treatment	_IRI
evs:C16527	rdfs:seeAlso	bmir-radx:nih_insurance	_IRI
bmir-radx:nih_red_eyes_99	rdfs:seeAlso	bmir-radx:nih_red_eyes	_IRI
bmir-radx:nih_ra_98	rdfs:seeAlso	bmir-radx:nih_ra	_IRI
bmir-radx:nih_numb_extremities_99	rdfs:seeAlso	bmir-radx:nih_numb_extremities	_IRI
bmir-radx:nih_thyroid_1	rdfs:seeAlso	bmir-radx:nih_thyroid	_IRI
bmir-radx:nih_chronic_lung_value	rdfs:seeAlso	bmir-radx:nih_chronic_lung	_IRI
bmir-radx:nih_no_sympt	rdfs:seeAlso	bmir-radx:nih_no_sympt_98	_IRI
bmir-radx:nih_no_sympt	rdfs:seeAlso	bmir-radx:nih_no_sympt_97	_IRI
bmir-radx:nih_no_sympt	rdfs:seeAlso	bmir-radx:nih_no_sympt_99	_IRI
bmir-radx:nih_no_sympt	rdfs:seeAlso	bmir-radx:nih_no_sympt_0	_IRI
bmir-radx:nih_no_sympt	rdfs:seeAlso	bmir-radx:nih_no_sympt_1	_IRI
obo:MONDO_0000589	rdfs:seeAlso	bmir-radx:nih_ra	_IRI
obo:MONDO_0000589	rdfs:seeAlso	bmir-radx:nih_arthritis	_IRI
bmir-radx:nih_immunocompromised_1	rdfs:seeAlso	bmir-radx:nih_immunocompromised	_IRI
bmir-radx:nih_slurred_peech_98	rdfs:seeAlso	bmir-radx:nih_slurred_peech	_IRI
bmir-radx:nih_gerd_99	rdfs:seeAlso	bmir-radx:nih_gerd	_IRI
obo:MONDO_0044347	rdfs:seeAlso	bmir-radx:nih_thalassemia	_IRI
obo:MONDO_0044347	rdfs:seeAlso	bmir-radx:nih_sickle_cell_disease	_IRI
obo:MONDO_0002602	rdfs:seeAlso	bmir-radx:nih_neurodegenerative	_IRI
obo:MONDO_0002602	rdfs:seeAlso	bmir-radx:nih_anxiety	_IRI
obo:MONDO_0002602	rdfs:seeAlso	bmir-radx:nih_migraines	_IRI
obo:MONDO_0002602	rdfs:seeAlso	bmir-radx:nih_stroke	_IRI
obo:MONDO_0002602	rdfs:seeAlso	bmir-radx:nih_depression	_IRI
obo:MONDO_0002602	rdfs:seeAlso	bmir-radx:nih_insomnia	_IRI
obo:MONDO_0002602	rdfs:seeAlso	bmir-radx:nih_alz	_IRI
obo:MONDO_0002602	rdfs:seeAlso	bmir-radx:nih_serious_mental_illness	_IRI
obo:MONDO_0002602	rdfs:seeAlso	bmir-radx:nih_mental_health_disorder	_IRI
obo:MONDO_0002602	rdfs:seeAlso	bmir-radx:nih_ms	_IRI
obo:MONDO_0021698	rdfs:seeAlso	bmir-radx:nih_alc_sub_abuse	_IRI
bmir-radx:nih_seasonal_allergies	rdfs:seeAlso	bmir-radx:nih_seasonal_allergies_97	_IRI
bmir-radx:nih_seasonal_allergies	rdfs:seeAlso	bmir-radx:nih_seasonal_allergies_98	_IRI
bmir-radx:nih_seasonal_allergies	rdfs:seeAlso	bmir-radx:nih_seasonal_allergies_0	_IRI
bmir-radx:nih_seasonal_allergies	rdfs:seeAlso	bmir-radx:nih_seasonal_allergies_1	_IRI
bmir-radx:nih_seasonal_allergies	rdfs:seeAlso	obo:MONDO_0005324	_IRI
bmir-radx:nih_seasonal_allergies	rdfs:seeAlso	bmir-radx:nih_seasonal_allergies_99	_IRI
bmir-radx:nih_throat_congestion_nose_99	rdfs:seeAlso	bmir-radx:nih_throat_congestion_nose	_IRI
obo:MONDO_0003900	rdfs:seeAlso	bmir-radx:nih_ra	_IRI
obo:MONDO_0003900	rdfs:seeAlso	bmir-radx:nih_arthritis	_IRI
obo:MONDO_0003900	rdfs:seeAlso	bmir-radx:nih_lupus	_IRI
bmir-radx:nih_mental_health_disorder	rdfs:seeAlso	bmir-radx:nih_mental_health_disorder_99	_IRI
bmir-radx:nih_mental_health_disorder	rdfs:seeAlso	bmir-radx:nih_mental_health_disorder_0	_IRI
bmir-radx:nih_mental_health_disorder	rdfs:seeAlso	bmir-radx:nih_mental_health_disorder_97	_IRI
bmir-radx:nih_mental_health_disorder	rdfs:seeAlso	obo:MONDO_0005084	_IRI
bmir-radx:nih_mental_health_disorder	rdfs:seeAlso	bmir-radx:nih_mental_health_disorder_1	_IRI
bmir-radx:nih_mental_health_disorder	rdfs:seeAlso	bmir-radx:nih_mental_health_disorder_98	_IRI
bmir-radx:nih_thyroid_value	rdfs:seeAlso	bmir-radx:nih_thyroid	_IRI
bmir-radx:nih_immunocompromised_value	rdfs:seeAlso	bmir-radx:nih_immunocompromised	_IRI
bmir-radx:nih_alz	rdfs:seeAlso	bmir-radx:nih_alz_0	_IRI
bmir-radx:nih_alz	rdfs:seeAlso	bmir-radx:nih_alz_98	_IRI
bmir-radx:nih_alz	rdfs:seeAlso	bmir-radx:nih_alz_1	_IRI
bmir-radx:nih_alz	rdfs:seeAlso	obo:MONDO_0004975	_IRI
bmir-radx:nih_alz	rdfs:seeAlso	bmir-radx:nih_alz_99	_IRI
bmir-radx:nih_alz	rdfs:seeAlso	bmir-radx:nih_alz_97	_IRI
bmir-radx:nih_anemia	rdfs:seeAlso	bmir-radx:nih_anemia_99	_IRI
bmir-radx:nih_anemia	rdfs:seeAlso	bmir-radx:nih_anemia_97	_IRI
bmir-radx:nih_anemia	rdfs:seeAlso	bmir-radx:nih_anemia_0	_IRI
bmir-radx:nih_anemia	rdfs:seeAlso	bmir-radx:nih_anemia_98	_IRI
bmir-radx:nih_anemia	rdfs:seeAlso	bmir-radx:nih_anemia_1	_IRI
bmir-radx:nih_anemia	rdfs:seeAlso	obo:MONDO_0002280	_IRI
bmir-radx:nih_cld_bpd_99	rdfs:seeAlso	bmir-radx:nih_cld_bpd	_IRI
bmir-radx:nih_cancer_active_treatment_0	rdfs:seeAlso	bmir-radx:nih_cancer_active_treatment	_IRI
bmir-radx:nih_high_temp_98	rdfs:seeAlso	bmir-radx:nih_high_temp	_IRI
evs:C198997	rdfs:seeAlso	bmir-radx:nih_immuno_compromised_solid_organ	_IRI
obo:MONDO_0005109	rdfs:seeAlso	bmir-radx:nih_hiv	_IRI
obo:GO_0008150	rdfs:seeAlso	bmir-radx:nih_premature_birth	_IRI
obo:GO_0008150	rdfs:seeAlso	bmir-radx:nih_alcohol_frequency	_IRI
obo:GO_0008150	rdfs:seeAlso	bmir-radx:nih_lifetime_use_alcohol	_IRI
obo:GO_0008150	rdfs:seeAlso	bmir-radx:nih_alcohol_yn	_IRI
obo:GO_0008150	rdfs:seeAlso	bmir-radx:nih_tobacco	_IRI
obo:GO_0008150	rdfs:seeAlso	bmir-radx:nih_smoking_yn	_IRI
obo:GO_0008150	rdfs:seeAlso	bmir-radx:nih_alcohol_yrs	_IRI
obo:GO_0008150	rdfs:seeAlso	bmir-radx:nih_history_smoking	_IRI
bmir-radx:nih_chronic_pain_97	rdfs:seeAlso	bmir-radx:nih_chronic_pain	_IRI
bmir-radx:nih_insomnia_value	rdfs:seeAlso	bmir-radx:nih_insomnia	_IRI
bmir-radx:nih_chronic_lung_0	rdfs:seeAlso	bmir-radx:nih_chronic_lung	_IRI
bmir-radx:nih_immunosuppressive_condition_98	rdfs:seeAlso	bmir-radx:nih_immunosuppressive_condition	_IRI
bmir-radx:nih_balance_1	rdfs:seeAlso	bmir-radx:nih_balance	_IRI
obo:MONDO_0005406	rdfs:seeAlso	bmir-radx:nih_gestational_diabetes	_IRI
obo:MONDO_0005516	rdfs:seeAlso	bmir-radx:nih_osteoporosis	_IRI
evs:C14139	rdfs:seeAlso	bmir-radx:nih_immuno_compromised_solid_organ	_IRI
evs:C14139	rdfs:seeAlso	bmir-radx:nih_immunocompromised	_IRI
obo:NBO_0045002	rdfs:seeAlso	bmir-radx:nih_tobacco	_IRI
obo:NBO_0045002	rdfs:seeAlso	bmir-radx:nih_smoking_yn	_IRI
obo:MONDO_0006704	rdfs:seeAlso	bmir-radx:nih_ms	_IRI
bmir-radx:nih_race_99	rdfs:seeAlso	bmir-radx:nih_race	_IRI
bmir-radx:nih_employment	rdfs:seeAlso	bmir-radx:nih_employment_98	_IRI
bmir-radx:nih_employment	rdfs:seeAlso	bmir-radx:nih_employment_4	_IRI
bmir-radx:nih_employment	rdfs:seeAlso	bmir-radx:nih_employment_2	_IRI
bmir-radx:nih_employment	rdfs:seeAlso	bmir-radx:nih_employment_99	_IRI
bmir-radx:nih_employment	rdfs:seeAlso	bmir-radx:nih_employment_5	_IRI
bmir-radx:nih_employment	rdfs:seeAlso	bmir-radx:nih_employment_0	_IRI
bmir-radx:nih_employment	rdfs:seeAlso	evs:C179143	_IRI
bmir-radx:nih_employment	rdfs:seeAlso	evs:C25172	_IRI
bmir-radx:nih_employment	rdfs:seeAlso	bmir-radx:nih_employment_3	_IRI
bmir-radx:nih_employment	rdfs:seeAlso	bmir-radx:nih_employment_97	_IRI
bmir-radx:nih_employment	rdfs:seeAlso	bmir-radx:nih_employment_1	_IRI
obo:MONDO_0004867	rdfs:seeAlso	bmir-radx:nih_copd_plus	_IRI
obo:MONDO_0004867	rdfs:seeAlso	bmir-radx:nih_copd	_IRI
obo:MONDO_0004867	rdfs:seeAlso	bmir-radx:nih_seasonal_allergies	_IRI
bmir-radx:nih_balance_value	rdfs:seeAlso	bmir-radx:nih_balance	_IRI
bmir-radx:nih_cholesterol	rdfs:seeAlso	bmir-radx:nih_cholesterol_0	_IRI
bmir-radx:nih_cholesterol	rdfs:seeAlso	bmir-radx:nih_cholesterol_1	_IRI
bmir-radx:nih_cholesterol	rdfs:seeAlso	evs:C37967	_IRI
bmir-radx:nih_cholesterol	rdfs:seeAlso	bmir-radx:nih_cholesterol_98	_IRI
bmir-radx:nih_cholesterol	rdfs:seeAlso	bmir-radx:nih_cholesterol_99	_IRI
bmir-radx:nih_cholesterol	rdfs:seeAlso	bmir-radx:nih_cholesterol_97	_IRI
obo:MONDO_0001358	rdfs:seeAlso	bmir-radx:nih_asthma	_IRI
bmir-radx:nih_red_eyes_98	rdfs:seeAlso	bmir-radx:nih_red_eyes	_IRI
bmir-radx:nih_ra_97	rdfs:seeAlso	bmir-radx:nih_ra	_IRI
obo:MONDO_0024458	rdfs:seeAlso	bmir-radx:nih_blind	_IRI
obo:MONDO_0024458	rdfs:seeAlso	bmir-radx:nih_conjunctivitis	_IRI
obo:MONDO_0002436	rdfs:seeAlso	bmir-radx:nih_seasonal_allergies	_IRI
bmir-radx:nih_asthma_1	rdfs:seeAlso	bmir-radx:nih_asthma	_IRI
bmir-radx:nih_numb_extremities_98	rdfs:seeAlso	bmir-radx:nih_numb_extremities	_IRI
bmir-radx:nih_thyroid_0	rdfs:seeAlso	bmir-radx:nih_thyroid	_IRI
obo:MONDO_0000588	rdfs:seeAlso	bmir-radx:nih_t1d	_IRI
evs:C17934	rdfs:seeAlso	bmir-radx:nih_smoking_yn	_IRI
bmir-radx:nih_fibromyalgia	rdfs:seeAlso	bmir-radx:nih_fibromyalgia_98	_IRI
bmir-radx:nih_fibromyalgia	rdfs:seeAlso	bmir-radx:nih_fibromyalgia_0	_IRI
bmir-radx:nih_fibromyalgia	rdfs:seeAlso	bmir-radx:nih_fibromyalgia_1	_IRI
bmir-radx:nih_fibromyalgia	rdfs:seeAlso	bmir-radx:nih_fibromyalgia_97	_IRI
bmir-radx:nih_fibromyalgia	rdfs:seeAlso	obo:MONDO_0005546	_IRI
bmir-radx:nih_fibromyalgia	rdfs:seeAlso	bmir-radx:nih_fibromyalgia_99	_IRI
obo:MONDO_0021147	rdfs:seeAlso	bmir-radx:nih_osteoporosis	_IRI
obo:MONDO_0021147	rdfs:seeAlso	bmir-radx:nih_ms	_IRI
obo:MONDO_0021147	rdfs:seeAlso	bmir-radx:nih_cld_bpd	_IRI
bmir-radx:nih_immunocompromised_0	rdfs:seeAlso	bmir-radx:nih_immunocompromised	_IRI
bmir-radx:nih_slurred_peech_97	rdfs:seeAlso	bmir-radx:nih_slurred_peech	_IRI
bmir-radx:nih_gerd_98	rdfs:seeAlso	bmir-radx:nih_gerd	_IRI
bmir-radx:nih_asthma_value	rdfs:seeAlso	bmir-radx:nih_asthma	_IRI
evs:C20189	rdfs:seeAlso	bmir-radx:nih_cig_smoke_freq	_IRI
evs:C20189	rdfs:seeAlso	bmir-radx:nih_immunocompromised	_IRI
evs:C20189	rdfs:seeAlso	bmir-radx:nih_immuno_compromised_solid_organ	_IRI
evs:C20189	rdfs:seeAlso	bmir-radx:nih_nicotine_yn	_IRI
evs:C20189	rdfs:seeAlso	bmir-radx:nih_vaping_yn	_IRI
evs:C20189	rdfs:seeAlso	bmir-radx:nih_employment	_IRI
evs:C20189	rdfs:seeAlso	bmir-radx:nih_vape_freq	_IRI
bmir-radx:nih_sleep_apnea_99	rdfs:seeAlso	bmir-radx:nih_sleep_apnea	_IRI
obo:MONDO_0024623	rdfs:seeAlso	bmir-radx:nih_seasonal_allergies	_IRI
obo:MONDO_0011786	rdfs:seeAlso	bmir-radx:nih_seasonal_allergies	_IRI
bmir-radx:nih_throat_congestion_nose_98	rdfs:seeAlso	bmir-radx:nih_throat_congestion_nose	_IRI
obo:MONDO_0000984	rdfs:seeAlso	bmir-radx:nih_thalassemia	_IRI
obo:MONDO_0001941	rdfs:seeAlso	bmir-radx:nih_blind	_IRI
evs:C20134	rdfs:seeAlso	bmir-radx:nih_smoking_yn	_IRI
bmir-radx:nih_cld_bpd_98	rdfs:seeAlso	bmir-radx:nih_cld_bpd	_IRI
evs:C173135	rdfs:seeAlso	bmir-radx:nih_walk_climb	_IRI
obo:NBO_0015005	rdfs:seeAlso	bmir-radx:nih_tobacco	_IRI
obo:NBO_0015005	rdfs:seeAlso	bmir-radx:nih_smoking_yn	_IRI
obo:NBO_0015005	rdfs:seeAlso	bmir-radx:nih_history_smoking	_IRI
bmir-radx:nih_high_temp_97	rdfs:seeAlso	bmir-radx:nih_high_temp	_IRI
bmir-radx:nih_insomnia_1	rdfs:seeAlso	bmir-radx:nih_insomnia	_IRI
bmir-radx:nih_neuro_shakes_99	rdfs:seeAlso	bmir-radx:nih_neuro_shakes	_IRI
bmir-radx:nih_wheezing_value	rdfs:seeAlso	bmir-radx:nih_wheezing	_IRI
obo:MONDO_0005328	rdfs:seeAlso	bmir-radx:nih_conjunctivitis	_IRI
