subject	predicate	object	datatype
<http://webprotege.stanford.edu/Smartphone>	rdfs:label	Smartphone	@en
<http://webprotege.stanford.edu/RtKFiYSbk1iXCDiJZ1YonS>	rdfs:label	Native Hawaiian or other Pacific Islander	xsd:string
<http://webprotege.stanford.edu/SchoolCommunityMembers>	rdfs:label	School Community Members	xsd:string
<http://webprotege.stanford.edu/Imaging>	rdfs:label	Imaging	@en
<http://webprotege.stanford.edu/Molecular+Epidemiology>	rdfs:label	Molecular Epidemiology	@en
<http://webprotege.stanford.edu/RnqrjxwmEKT7ZP8Q25qnCN>	rdfs:label	Asian	xsd:string
<http://webprotege.stanford.edu/Observational>	rdfs:label	Observational	@en
<http://webprotege.stanford.edu/Contact+Tracing>	rdfs:label	Contact Tracing	@en
<http://webprotege.stanford.edu/Point-of-Care+%28POC%29+Testing>	rdfs:label	Point-of-Care (POC) Testing	@en
<http://webprotege.stanford.edu/Time-Series>	rdfs:label	Time-Series	@en
<http://webprotege.stanford.edu/Proteomic>	rdfs:label	Proteomic	@en
<http://webprotege.stanford.edu/Open+Cohort>	rdfs:label	Open Cohort	@en
<http://webprotege.stanford.edu/Vulnerable+Populations+Due+to+Health+Conditions>	rdfs:label	Vulnerable Populations Due to Health Conditions	@en
<http://webprotege.stanford.edu/DialysisPatients>	rdfs:label	Dialysis Patients	xsd:string
<http://webprotege.stanford.edu/Age-RelatedGroup>	rdfs:label	Age Related Group	xsd:string
<http://webprotege.stanford.edu/Xenograft>	rdfs:label	Xenograft	@en
<http://webprotege.stanford.edu/Self-Testing+%28At-Home+or+OTC%29>	rdfs:label	Self-Testing (At-Home or OTC)	@en
<http://webprotege.stanford.edu/Psychological>	rdfs:label	Psychological	@en
<http://webprotege.stanford.edu/Wastewater+Sampling>	rdfs:label	Wastewater Sampling	@en
<http://webprotege.stanford.edu/Underserved%2FVulnerablePopulation>	rdfs:label	Underserved/Vulnerable Population	xsd:string
<http://webprotege.stanford.edu/R8RbRz4rjYUDDCji45cewiB>	rdfs:label	Health Disparate Minority and Vulnerable Populations	xsd:string
<http://webprotege.stanford.edu/Interventional%2FClinical+Trial>	rdfs:label	Interventional/Clinical Trial	@en
<http://webprotege.stanford.edu/Vaccination+Rate%2FUptake>	rdfs:label	Vaccination Rate/Uptake	@en
<http://webprotege.stanford.edu/Study+Design>	rdfs:label	Study Design	@en
<http://webprotege.stanford.edu/Case-Control>	rdfs:label	Case-Control	@en
<http://webprotege.stanford.edu/Supporting+Documents>	rdfs:label	Supporting Documents	@en
<http://webprotege.stanford.edu/Infections>	rdfs:label	Infection	@en
<http://webprotege.stanford.edu/Children>	rdfs:label	Children	xsd:string
<http://webprotege.stanford.edu/Community+Outreach+Programs>	rdfs:label	Community Outreach Programs	@en
<http://webprotege.stanford.edu/Comorbidities>	rdfs:label	Comorbidities	@en
<http://webprotege.stanford.edu/Real-World+Data>	rdfs:label	Real-World Data	@en
<http://webprotege.stanford.edu/Mobile+Unit+Testing>	rdfs:label	Mobile Unit Testing	@en
<http://webprotege.stanford.edu/Electrochemical+Testing+Device>	rdfs:label	Electrochemical Testing Device	@en
<http://webprotege.stanford.edu/Metabolomic>	rdfs:label	Metabolomic	@en
<http://webprotege.stanford.edu/Epidemiological+Monitoring>	rdfs:label	Epidemiological Monitoring	@en
<http://webprotege.stanford.edu/RDqu58FmBGjoQ31dehdUix4>	rdfs:label	Asian American Native Hawaiian and Pacific Islander	xsd:string
<http://webprotege.stanford.edu/Novel+Biosensing+and+VOC>	rdfs:label	Novel Biosensing and VOC	@en
<http://webprotege.stanford.edu/Rapid+Diagnostic+Test+%28RDT%29>	rdfs:label	Rapid Diagnostic Test (RDT)	@en
<http://webprotege.stanford.edu/Behavioral>	rdfs:label	Behavioral	@en
<http://webprotege.stanford.edu/Medical+Device%2FTool+Development>	rdfs:label	Medical Device/Tool Development	@en
<http://webprotege.stanford.edu/Individual+Sequencing>	rdfs:label	Individual Sequencing	@en
<http://webprotege.stanford.edu/LowerSocioeconomicStatus%28SES%29Population>	rdfs:label	Lower Socioeconomic Status (SES) Population	xsd:string
<http://webprotege.stanford.edu/Multimodal+Surveillance>	rdfs:label	Multimodal Surveillance	@en
<http://webprotege.stanford.edu/Other>	rdfs:label	Other	@en
<http://webprotege.stanford.edu/RlBLSFUTA6012DabshzuvB>	rdfs:label	Hispanic and Latino	xsd:string
<http://webprotege.stanford.edu/Pregnant%28orNursing%29Women>	rdfs:label	Pregnant (or Nursing) Women	xsd:string
<http://webprotege.stanford.edu/RCdjAV0L9T5cbutpelwmVMC>	rdfs:label	African American	xsd:string
<http://webprotege.stanford.edu/Survey>	rdfs:label	Survey	@en
<http://webprotege.stanford.edu/Antibody+Testing+%2F+Other+Adaptive+Immune+Response+Test>	rdfs:label	Antibody Testing / Other Adaptive Immune Response Test	@en
<http://webprotege.stanford.edu/Collection+Method>	rdfs:label	Collection Method	@en
<http://webprotege.stanford.edu/COVID+in+School+Settings>	rdfs:label	COVID in School Settings	@en
<http://webprotege.stanford.edu/PeopleLivingWithHIV%2FAIDs>	rdfs:label	People Living with HIV/AIDs	xsd:string
<http://webprotege.stanford.edu/Electronic+Medical+Records>	rdfs:label	Electronic Medical Records	@en
<http://webprotege.stanford.edu/Wearable>	rdfs:label	Wearable	@en
<http://webprotege.stanford.edu/Adults>	rdfs:label	Adults	xsd:string
<http://webprotege.stanford.edu/Respiratory+Tract+Infections>	rdfs:label	Respiratory Tract Infections	@en
<http://webprotege.stanford.edu/Substance+Use>	rdfs:label	Substance Use	@en
<http://webprotege.stanford.edu/Seroprevalence>	rdfs:label	Seroprevalence	@en
<http://webprotege.stanford.edu/Device+Validation+Study>	rdfs:label	Device Validation Study	@en
<http://webprotege.stanford.edu/Diagnostic+Techniques+and+Procedures>	rdfs:label	Diagnostic Techniques and Procedures	@en
<http://webprotege.stanford.edu/Environmental+%28Physical%29>	rdfs:label	Environmental (Physical)	@en
<http://webprotege.stanford.edu/Qualitative>	rdfs:label	Qualitative	@en
<http://webprotege.stanford.edu/Validation+Study>	rdfs:label	Validation Study	@en
<http://webprotege.stanford.edu/Behavioral%2C+Psychological+or+Informational+Intervention>	rdfs:label	Behavioral, Psychological or Informational Intervention	@en
<http://webprotege.stanford.edu/Individual+Genotype>	rdfs:label	Individual Genotype	@en
<http://webprotege.stanford.edu/Immigrants>	rdfs:label	Immigrants	xsd:string
