subject	predicate	object	datatype
<http://webprotege.stanford.edu/Vaccination>	rdfs:subClassOf	<http://webprotege.stanford.edu/Intervention+or+Procedure>	_IRI
<http://webprotege.stanford.edu/COVID-19>	rdfs:subClassOf	<http://webprotege.stanford.edu/Infections>	_IRI
<http://webprotege.stanford.edu/Questionnaires%2FSurveys>	rdfs:subClassOf	<http://webprotege.stanford.edu/Data+Type>	_IRI
<http://webprotege.stanford.edu/Metagenomics>	rdfs:subClassOf	<http://webprotege.stanford.edu/Study+Design>	_IRI
<http://webprotege.stanford.edu/Cross-Sectional>	rdfs:subClassOf	<http://webprotege.stanford.edu/Epidemiologic+Study>	_IRI
<http://webprotege.stanford.edu/Metagenomic>	rdfs:subClassOf	<http://webprotege.stanford.edu/Data+Type>	_IRI
<http://webprotege.stanford.edu/Physical+Activity>	rdfs:subClassOf	<http://webprotege.stanford.edu/Data+Type>	_IRI
<http://webprotege.stanford.edu/Variants>	rdfs:subClassOf	<http://webprotege.stanford.edu/COVID-19>	_IRI
<http://webprotege.stanford.edu/Mixed+Methods>	rdfs:subClassOf	<http://webprotege.stanford.edu/Study+Design>	_IRI
<http://webprotege.stanford.edu/Antigen+Testing+Device>	rdfs:subClassOf	<http://webprotege.stanford.edu/COVID-19+Testing>	_IRI
<http://webprotege.stanford.edu/Interview+or+Focus+Group>	rdfs:subClassOf	<http://webprotege.stanford.edu/Epidemiological+Methods>	_IRI
<http://webprotege.stanford.edu/Biobank+Samples>	rdfs:subClassOf	<http://webprotege.stanford.edu/Collection+Method>	_IRI
<http://webprotege.stanford.edu/Mendelian>	rdfs:subClassOf	<http://webprotege.stanford.edu/Study+Design>	_IRI
<http://webprotege.stanford.edu/Multisystem+Inflammatory+Syndrome+%28MIS%29>	rdfs:subClassOf	<http://webprotege.stanford.edu/COVID-19-Related+Disorders>	_IRI
<http://webprotege.stanford.edu/Social+Determinants+of+Health>	rdfs:subClassOf	<http://webprotege.stanford.edu/Study+Domain>	_IRI
<http://webprotege.stanford.edu/Social>	rdfs:subClassOf	<http://webprotege.stanford.edu/Data+Type>	_IRI
<http://webprotege.stanford.edu/Family+History>	rdfs:subClassOf	<http://webprotege.stanford.edu/Data+Type>	_IRI
<http://webprotege.stanford.edu/RuralCommunities>	rdfs:subClassOf	<http://webprotege.stanford.edu/Underserved%2FVulnerablePopulation>	_IRI
<http://webprotege.stanford.edu/Family%2FTwins%2FTrios>	rdfs:subClassOf	<http://webprotege.stanford.edu/Study+Design>	_IRI
<http://webprotege.stanford.edu/Diagnostic+Testing>	rdfs:subClassOf	<http://webprotege.stanford.edu/Diagnostic+Techniques+and+Procedures>	_IRI
<http://webprotege.stanford.edu/Testing+Rate%2FUptake>	rdfs:subClassOf	<http://webprotege.stanford.edu/Diagnostic+Techniques+and+Procedures>	_IRI
<http://webprotege.stanford.edu/Disease+Registry>	rdfs:subClassOf	<http://webprotege.stanford.edu/Epidemiological+Methods>	_IRI
<http://webprotege.stanford.edu/Intervention+or+Procedure>	rdfs:subClassOf	<http://webprotege.stanford.edu/Study+Domain>	_IRI
<http://webprotege.stanford.edu/Digital+Health+Applications>	rdfs:subClassOf	<http://webprotege.stanford.edu/Diagnostic+Techniques+and+Procedures>	_IRI
<http://webprotege.stanford.edu/Molecular+%28Nucleic+Acid%2FPCR%29+Testing+Device>	rdfs:subClassOf	<http://webprotege.stanford.edu/COVID-19+Testing>	_IRI
<http://webprotege.stanford.edu/Next+Generation+Sequencing+%28NGS%29>	rdfs:subClassOf	<http://webprotege.stanford.edu/Diagnostic+Techniques+and+Procedures>	_IRI
<http://webprotege.stanford.edu/Chemosensory+Testing+Device>	rdfs:subClassOf	<http://webprotege.stanford.edu/COVID-19+Testing>	_IRI
<http://webprotege.stanford.edu/Unspecified+COVID+Testing+Device>	rdfs:subClassOf	<http://webprotege.stanford.edu/COVID-19+Testing>	_IRI
<http://webprotege.stanford.edu/Immune+Responses>	rdfs:subClassOf	<http://webprotege.stanford.edu/Study+Domain>	_IRI
<http://webprotege.stanford.edu/COVID+Hotspots>	rdfs:subClassOf	<http://webprotege.stanford.edu/Population-Based+Statistics>	_IRI
<http://webprotege.stanford.edu/Mental+Health>	rdfs:subClassOf	<http://webprotege.stanford.edu/Study+Domain>	_IRI
<http://webprotege.stanford.edu/Virological+Testing>	rdfs:subClassOf	<http://webprotege.stanford.edu/Diagnostic+Techniques+and+Procedures>	_IRI
<http://webprotege.stanford.edu/Homeless%2FUnhoused>	rdfs:subClassOf	<http://webprotege.stanford.edu/Underserved%2FVulnerablePopulation>	_IRI
<http://webprotege.stanford.edu/IntellectualAndDevelopmentalDisabilities>	rdfs:subClassOf	<http://webprotege.stanford.edu/Vulnerable+Populations+Due+to+Health+Conditions>	_IRI
<http://webprotege.stanford.edu/Pandemic+Perceptions+and+Decision-Making>	rdfs:subClassOf	<http://webprotege.stanford.edu/Behavior>	_IRI
<http://webprotege.stanford.edu/COVID+Testing+Deserts>	rdfs:subClassOf	<http://webprotege.stanford.edu/Population-Based+Statistics>	_IRI
<http://webprotege.stanford.edu/Disease+Surveillance>	rdfs:subClassOf	<http://webprotege.stanford.edu/Intervention+or+Procedure>	_IRI
<http://webprotege.stanford.edu/RDfYDBKuxxosHVUiSK7XL84>	rdfs:subClassOf	<http://webprotege.stanford.edu/R8RbRz4rjYUDDCji45cewiB>	_IRI
<http://webprotege.stanford.edu/Immunological>	rdfs:subClassOf	<http://webprotege.stanford.edu/Data+Type>	_IRI
<http://webprotege.stanford.edu/Epidemiological+Methods>	rdfs:subClassOf	<http://webprotege.stanford.edu/Collection+Method>	_IRI
<http://webprotege.stanford.edu/EssentialWorkers>	rdfs:subClassOf	<http://webprotege.stanford.edu/FocusPopulation>	_IRI
<http://webprotege.stanford.edu/Data+Type>	rdfs:subClassOf	owl:Thing	_IRI
<http://webprotege.stanford.edu/OlderAdultsOrElderly>	rdfs:subClassOf	<http://webprotege.stanford.edu/Age-RelatedGroup>	_IRI
<http://webprotege.stanford.edu/Screening+Testing>	rdfs:subClassOf	<http://webprotege.stanford.edu/Diagnostic+Techniques+and+Procedures>	_IRI
<http://webprotege.stanford.edu/Population-Based+Statistics>	rdfs:subClassOf	<http://webprotege.stanford.edu/Study+Domain>	_IRI
<http://webprotege.stanford.edu/Influenza>	rdfs:subClassOf	<http://webprotege.stanford.edu/Respiratory+Tract+Infections>	_IRI
<http://webprotege.stanford.edu/Cognitive>	rdfs:subClassOf	<http://webprotege.stanford.edu/Data+Type>	_IRI
<http://webprotege.stanford.edu/Study+Domain>	rdfs:subClassOf	owl:Thing	_IRI
<http://webprotege.stanford.edu/Clinical+Genetic+Testing>	rdfs:subClassOf	<http://webprotege.stanford.edu/Clinical+Study>	_IRI
<http://webprotege.stanford.edu/Longitudinal+Cohort>	rdfs:subClassOf	<http://webprotege.stanford.edu/Cohort+Study>	_IRI
<http://webprotege.stanford.edu/Smartphone>	rdfs:subClassOf	<http://webprotege.stanford.edu/Collection+Method>	_IRI
<http://webprotege.stanford.edu/RtKFiYSbk1iXCDiJZ1YonS>	rdfs:subClassOf	<http://webprotege.stanford.edu/RDqu58FmBGjoQ31dehdUix4>	_IRI
<http://webprotege.stanford.edu/SchoolCommunityMembers>	rdfs:subClassOf	<http://webprotege.stanford.edu/FocusPopulation>	_IRI
<http://webprotege.stanford.edu/Imaging>	rdfs:subClassOf	<http://webprotege.stanford.edu/Data+Type>	_IRI
<http://webprotege.stanford.edu/Molecular+Epidemiology>	rdfs:subClassOf	<http://webprotege.stanford.edu/Epidemiologic+Study>	_IRI
<http://webprotege.stanford.edu/RnqrjxwmEKT7ZP8Q25qnCN>	rdfs:subClassOf	<http://webprotege.stanford.edu/RDqu58FmBGjoQ31dehdUix4>	_IRI
<http://webprotege.stanford.edu/Observational>	rdfs:subClassOf	<http://webprotege.stanford.edu/Clinical+Study>	_IRI
<http://webprotege.stanford.edu/Contact+Tracing>	rdfs:subClassOf	<http://webprotege.stanford.edu/Epidemiological+Methods>	_IRI
<http://webprotege.stanford.edu/Point-of-Care+%28POC%29+Testing>	rdfs:subClassOf	<http://webprotege.stanford.edu/Diagnostic+Techniques+and+Procedures>	_IRI
<http://webprotege.stanford.edu/Time-Series>	rdfs:subClassOf	<http://webprotege.stanford.edu/Epidemiologic+Study>	_IRI
<http://webprotege.stanford.edu/Proteomic>	rdfs:subClassOf	<http://webprotege.stanford.edu/Data+Type>	_IRI
<http://webprotege.stanford.edu/Open+Cohort>	rdfs:subClassOf	<http://webprotege.stanford.edu/Cohort+Study>	_IRI
<http://webprotege.stanford.edu/Vulnerable+Populations+Due+to+Health+Conditions>	rdfs:subClassOf	<http://webprotege.stanford.edu/FocusPopulation>	_IRI
<http://webprotege.stanford.edu/DialysisPatients>	rdfs:subClassOf	<http://webprotege.stanford.edu/Vulnerable+Populations+Due+to+Health+Conditions>	_IRI
<http://webprotege.stanford.edu/Age-RelatedGroup>	rdfs:subClassOf	<http://webprotege.stanford.edu/FocusPopulation>	_IRI
<http://webprotege.stanford.edu/Xenograft>	rdfs:subClassOf	<http://webprotege.stanford.edu/Study+Design>	_IRI
<http://webprotege.stanford.edu/Self-Testing+%28At-Home+or+OTC%29>	rdfs:subClassOf	<http://webprotege.stanford.edu/Diagnostic+Techniques+and+Procedures>	_IRI
<http://webprotege.stanford.edu/Psychological>	rdfs:subClassOf	<http://webprotege.stanford.edu/Data+Type>	_IRI
<http://webprotege.stanford.edu/Wastewater+Sampling>	rdfs:subClassOf	<http://webprotege.stanford.edu/Epidemiological+Monitoring>	_IRI
<http://webprotege.stanford.edu/Underserved%2FVulnerablePopulation>	rdfs:subClassOf	<http://webprotege.stanford.edu/R8RbRz4rjYUDDCji45cewiB>	_IRI
<http://webprotege.stanford.edu/R8RbRz4rjYUDDCji45cewiB>	rdfs:subClassOf	<http://webprotege.stanford.edu/FocusPopulation>	_IRI
<http://webprotege.stanford.edu/Interventional%2FClinical+Trial>	rdfs:subClassOf	<http://webprotege.stanford.edu/Clinical+Study>	_IRI
<http://webprotege.stanford.edu/Vaccination+Rate%2FUptake>	rdfs:subClassOf	<http://webprotege.stanford.edu/Vaccination>	_IRI
<http://webprotege.stanford.edu/Study+Design>	rdfs:subClassOf	owl:Thing	_IRI
<http://webprotege.stanford.edu/Case-Control>	rdfs:subClassOf	<http://webprotege.stanford.edu/Epidemiologic+Study>	_IRI
<http://webprotege.stanford.edu/Supporting+Documents>	rdfs:subClassOf	<http://webprotege.stanford.edu/Data+Type>	_IRI
<http://webprotege.stanford.edu/Infections>	rdfs:subClassOf	<http://webprotege.stanford.edu/Study+Domain>	_IRI
<http://webprotege.stanford.edu/Children>	rdfs:subClassOf	<http://webprotege.stanford.edu/Age-RelatedGroup>	_IRI
<http://webprotege.stanford.edu/Community+Outreach+Programs>	rdfs:subClassOf	<http://webprotege.stanford.edu/Behavioral%2C+Psychological+or+Informational+Intervention>	_IRI
<http://webprotege.stanford.edu/Comorbidities>	rdfs:subClassOf	<http://webprotege.stanford.edu/Study+Domain>	_IRI
<http://webprotege.stanford.edu/Real-World+Data>	rdfs:subClassOf	<http://webprotege.stanford.edu/Collection+Method>	_IRI
<http://webprotege.stanford.edu/Mobile+Unit+Testing>	rdfs:subClassOf	<http://webprotege.stanford.edu/Diagnostic+Techniques+and+Procedures>	_IRI
<http://webprotege.stanford.edu/Electrochemical+Testing+Device>	rdfs:subClassOf	<http://webprotege.stanford.edu/COVID-19+Testing>	_IRI
<http://webprotege.stanford.edu/Metabolomic>	rdfs:subClassOf	<http://webprotege.stanford.edu/Data+Type>	_IRI
<http://webprotege.stanford.edu/Epidemiological+Monitoring>	rdfs:subClassOf	<http://webprotege.stanford.edu/Epidemiological+Methods>	_IRI
<http://webprotege.stanford.edu/RDqu58FmBGjoQ31dehdUix4>	rdfs:subClassOf	<http://webprotege.stanford.edu/R8RbRz4rjYUDDCji45cewiB>	_IRI
<http://webprotege.stanford.edu/Novel+Biosensing+and+VOC>	rdfs:subClassOf	<http://webprotege.stanford.edu/Diagnostic+Techniques+and+Procedures>	_IRI
<http://webprotege.stanford.edu/Rapid+Diagnostic+Test+%28RDT%29>	rdfs:subClassOf	<http://webprotege.stanford.edu/Diagnostic+Techniques+and+Procedures>	_IRI
<http://webprotege.stanford.edu/Behavioral>	rdfs:subClassOf	<http://webprotege.stanford.edu/Data+Type>	_IRI
<http://webprotege.stanford.edu/Medical+Device%2FTool+Development>	rdfs:subClassOf	<http://webprotege.stanford.edu/Diagnostic+Techniques+and+Procedures>	_IRI
<http://webprotege.stanford.edu/Individual+Sequencing>	rdfs:subClassOf	<http://webprotege.stanford.edu/Data+Type>	_IRI
<http://webprotege.stanford.edu/LowerSocioeconomicStatus%28SES%29Population>	rdfs:subClassOf	<http://webprotege.stanford.edu/Underserved%2FVulnerablePopulation>	_IRI
<http://webprotege.stanford.edu/Multimodal+Surveillance>	rdfs:subClassOf	<http://webprotege.stanford.edu/Disease+Surveillance>	_IRI
<http://webprotege.stanford.edu/Other>	rdfs:subClassOf	<http://webprotege.stanford.edu/Data+Type>	_IRI
<http://webprotege.stanford.edu/RlBLSFUTA6012DabshzuvB>	rdfs:subClassOf	<http://webprotege.stanford.edu/R8RbRz4rjYUDDCji45cewiB>	_IRI
<http://webprotege.stanford.edu/Pregnant%28orNursing%29Women>	rdfs:subClassOf	<http://webprotege.stanford.edu/Vulnerable+Populations+Due+to+Health+Conditions>	_IRI
<http://webprotege.stanford.edu/RCdjAV0L9T5cbutpelwmVMC>	rdfs:subClassOf	<http://webprotege.stanford.edu/R8RbRz4rjYUDDCji45cewiB>	_IRI
<http://webprotege.stanford.edu/Survey>	rdfs:subClassOf	<http://webprotege.stanford.edu/Epidemiological+Methods>	_IRI
<http://webprotege.stanford.edu/Antibody+Testing+%2F+Other+Adaptive+Immune+Response+Test>	rdfs:subClassOf	<http://webprotege.stanford.edu/COVID-19+Testing>	_IRI
<http://webprotege.stanford.edu/Collection+Method>	rdfs:subClassOf	owl:Thing	_IRI
<http://webprotege.stanford.edu/COVID+in+School+Settings>	rdfs:subClassOf	<http://webprotege.stanford.edu/Population-Based+Statistics>	_IRI
<http://webprotege.stanford.edu/PeopleLivingWithHIV%2FAIDs>	rdfs:subClassOf	<http://webprotege.stanford.edu/Vulnerable+Populations+Due+to+Health+Conditions>	_IRI
<http://webprotege.stanford.edu/Electronic+Medical+Records>	rdfs:subClassOf	<http://webprotege.stanford.edu/Data+Type>	_IRI
<http://webprotege.stanford.edu/Wearable>	rdfs:subClassOf	<http://webprotege.stanford.edu/Collection+Method>	_IRI
<http://webprotege.stanford.edu/Adults>	rdfs:subClassOf	<http://webprotege.stanford.edu/Age-RelatedGroup>	_IRI
<http://webprotege.stanford.edu/Respiratory+Tract+Infections>	rdfs:subClassOf	<http://webprotege.stanford.edu/Infections>	_IRI
<http://webprotege.stanford.edu/Substance+Use>	rdfs:subClassOf	<http://webprotege.stanford.edu/Behavior>	_IRI
<http://webprotege.stanford.edu/Seroprevalence>	rdfs:subClassOf	<http://webprotege.stanford.edu/Population-Based+Statistics>	_IRI
<http://webprotege.stanford.edu/Device+Validation+Study>	rdfs:subClassOf	<http://webprotege.stanford.edu/Validation+Study>	_IRI
<http://webprotege.stanford.edu/Diagnostic+Techniques+and+Procedures>	rdfs:subClassOf	<http://webprotege.stanford.edu/Intervention+or+Procedure>	_IRI
<http://webprotege.stanford.edu/Environmental+%28Physical%29>	rdfs:subClassOf	<http://webprotege.stanford.edu/Data+Type>	_IRI
<http://webprotege.stanford.edu/Qualitative>	rdfs:subClassOf	<http://webprotege.stanford.edu/Study+Design>	_IRI
<http://webprotege.stanford.edu/Validation+Study>	rdfs:subClassOf	<http://webprotege.stanford.edu/Study+Design>	_IRI
<http://webprotege.stanford.edu/Behavioral%2C+Psychological+or+Informational+Intervention>	rdfs:subClassOf	<http://webprotege.stanford.edu/Intervention+or+Procedure>	_IRI
<http://webprotege.stanford.edu/Individual+Genotype>	rdfs:subClassOf	<http://webprotege.stanford.edu/Data+Type>	_IRI
<http://webprotege.stanford.edu/Immigrants>	rdfs:subClassOf	<http://webprotege.stanford.edu/Underserved%2FVulnerablePopulation>	_IRI
